Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2025-02-24,258.4947814941406,264.0931645598592,255.79449220326956,262.59959430697455,10372800,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-02-25,254.59767150878906,260.13671015757575,250.59177606908855,259.3751040401838,9608400,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-02-26,255.97256469726562,258.0694794519864,254.13279879950727,254.36030565887174,5943600,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-02-27,256.2297058105469,260.7697609592049,255.05265894761075,257.34740830941337,8204400,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-02-28,261.76873779296875,261.92699948818347,255.08235473580518,257.8914319088697,10467100,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-03,257.7826232910156,263.42057942273385,255.01311898598425,261.1258300355176,9058300,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-04,247.52552795410156,254.4295475525683,243.2723390406526,252.5007651307407,13465600,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-05,248.7915802001953,250.2950361167535,245.13186528763418,248.51462978039064,7861400,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-06,243.8559112548828,246.64521714650218,241.19520997499043,245.40882590220278,9983200,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-07,239.6422882080078,244.03395219211154,236.8134245213884,242.56016843933216,20498700,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-10,229.69183349609375,234.92423488566683,226.21015133691049,233.63839999582137,18887200,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-11,226.64535522460938,230.7798554676742,224.22203136097735,229.226940792582,18143000,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-12,225.41885375976562,231.76897270123223,224.78582202354264,231.45244928678719,16054000,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-13,222.7383575439453,227.001432133455,221.78880242888832,226.80361255317922,16467900,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-14,229.909423828125,230.60179989662197,225.10233413446554,225.63644850368712,11962100,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-17,231.38319396972656,233.10425600169597,227.95098578763776,228.6631332535334,9586000,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-18,232.41188049316406,233.59881306276074,230.9776696760403,231.76896308666025,10344900,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-19,236.50680541992188,239.69175042520317,232.33274743393625,233.17349950460147,10120600,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-20,236.4078826904297,239.12794332530027,233.62847769289755,233.9845589615327,8328500,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-21,238.99937438964844,239.66207827569025,233.92521996829396,235.22095555836572,19326900,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-24,245.359375,245.98252103650395,241.74911848944075,242.80746157987303,9422700,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-25,248.3959503173828,249.07844069615854,244.92415405885703,246.5957574288633,9287700,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-26,248.2970428466797,251.89741367410434,247.06065155851644,249.84995754909292,12779300,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-27,245.418701171875,247.91127004042926,244.4889325808376,246.8133540584311,8022500,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-28,240.2061004638672,246.7935816386226,238.48503839347757,244.25156905165645,11978400,42791000000.0,,,14005000000.0,4002814000000.0,,4105000000.0,,,,
2025-03-31,242.62942504882812,243.18332592114766,234.7758653126784,236.803550007372,13603000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-01,241.0072784423828,243.01517663530146,238.25754549564695,239.97859246519624,8054700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-02,243.14376831054688,244.55819267588078,238.8312349664283,238.96971018466147,7758800,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-03,226.20025634765625,232.58003223448276,224.82538986943266,231.719508746669,17188500,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-04,209.2718048095703,216.65622756738406,207.92827135214827,214.27768710386405,27170700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-07,213.411865234375,220.98537953301252,201.19074317352408,204.7834355582524,22914400,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-08,215.8302001953125,226.74760515180634,212.22756134051636,222.4483255219985,19485700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-09,233.21644592285156,236.3413904875764,209.9883539247333,211.48116212798968,24022400,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-10,226.0211181640625,229.24558940026782,219.04473318541363,228.89726140648398,18896400,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-11,235.06752014160156,237.43611393057705,223.92122233367354,225.22493902067106,20284500,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-14,233.59461975097656,238.6303567972165,232.5098494767974,235.96321353384425,13017800,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-15,232.0122528076172,237.50577599086887,231.70374154597005,234.9680142266721,10912900,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-16,228.50912475585938,232.46009162059124,226.83717169766902,230.88766518199,9322300,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-17,230.84786987304688,233.21644858973698,229.44462650138817,229.69342787144265,9557900,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-21,227.89210510253906,230.69857661984034,225.25480150653433,229.52424145918462,8716200,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-22,234.46044921875,234.8585405116524,230.26068098881774,230.86775692306756,10701400,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-23,239.72509765625,245.60675042283196,238.84931198623212,239.0682584037366,14126800,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-24,243.46705627441406,244.29307860524065,236.44090835427102,238.59055573191884,9055200,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-25,242.38229370117188,244.44236111433239,240.5909208295343,243.477010599773,8588600,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-28,242.0538787841797,245.65651777314966,239.68528487529596,243.3874504868157,7394300,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-29,243.44715881347656,244.0741431231028,240.53121405629705,241.02881679457045,7216800,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-04-30,243.44715881347656,244.0442881736568,237.286834483951,240.05351967953112,12991700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-01,245.70626831054688,247.258786353575,241.00889746026036,241.67568327691322,8689600,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-02,251.29933166503906,252.4040103613177,248.2639670829103,250.0553248082222,7165000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-05,251.34909057617188,253.93663086730422,249.38853458930066,249.97570217088762,5450700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-06,248.05496215820312,251.43865466504587,247.80616079194616,248.80136625697406,6369900,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-07,248.1942901611328,251.23961645251856,247.6369775307655,248.65209135643752,8724100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-08,252.25473022460938,254.653179037873,250.3439375556287,250.3638459168891,8320100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-09,251.86660766601562,254.2849497217852,251.130150135318,253.2797976419781,5087600,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-12,258.80316162109375,262.33615914353067,257.4596585787861,261.63950318945587,9603900,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-13,261.7489929199219,262.40583215594387,259.14155952227264,259.7784752118559,8589000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-14,264.36639404296875,265.3615995069981,261.03244966421823,261.73903703972616,8643100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-15,266.2074890136719,268.22775480853,263.4905976451181,265.6899931271043,9214600,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-16,266.27716064453125,267.1728394513035,263.44081911370307,266.2174507488304,8932900,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-19,263.6100158691406,267.03352493533146,260.6741477387632,264.27678649101705,12145000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-20,264.40618896484375,265.3815012848607,261.0423895279866,261.2613359520205,8436300,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-21,259.7884521484375,264.3763349238983,259.4799408732281,263.082579922779,7464000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-22,259.42022705078125,261.04238647892464,257.62883895562896,258.19611337099025,6514100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-23,259.46002197265625,260.73388382025087,254.7726124890187,255.5787265285213,6671800,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-27,264.01806640625,264.0279978084463,260.73387014784373,260.7836486438675,7506600,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-28,262.2266845703125,265.4412092333447,261.63951697637066,264.9634996649843,5535400,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-29,263.10247802734375,264.1375002703833,261.2713035181273,263.5304091111322,5081200,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-05-30,262.7342529296875,264.057862886016,261.47035287386933,262.18690205125534,10977700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-02,263.3910827636719,263.75930392737183,260.644305953624,261.7589312182056,6011200,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-03,264.99334716796875,265.30185843117926,261.61961644821946,262.46554716432524,6998400,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-04,262.95318603515625,265.83927577491863,262.9133693130791,264.64504745394464,5915700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-05,260.694091796875,263.4706932630997,259.06194020541,263.4706932630997,8173800,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-06,264.4559631347656,265.37153516846195,262.99300986431126,263.0626511657531,7738100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-09,265.4610900878906,266.6155320460647,262.0873594299272,264.7246477790378,8285000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-10,267.31219482421875,267.6107443161649,264.57537978675634,264.60523473595094,7538100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-11,266.8643493652344,268.32730266845346,264.51567895803186,267.39180706659846,7434100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-12,266.95391845703125,267.00369695569367,263.86880564792295,265.58052998264776,6618000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-13,263.6796875,265.7397396319499,261.4504067124717,263.80903869240996,7098300,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-16,269.063720703125,270.42717762989383,265.5705703582536,265.7198450958534,8566000,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-17,268.2277526855469,269.2926297693676,266.5159981558218,266.88424967146057,6739300,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-18,272.646484375,276.3884666928138,268.4268228651323,268.7054791842507,9586400,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-20,273.6814880371094,275.9704483340071,272.4971911682662,274.2487624105066,13969700,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-23,276.9358215332031,277.214477856322,270.80535205332694,273.7412204054367,8094600,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-24,279.9114990234375,281.3545287260588,278.1698894583265,278.86651506161456,9267900,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-25,282.69805908203125,282.9170054969541,279.5631679734277,280.1503355472526,6826900,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-26,287.3655700683594,288.0224093016382,283.1060920108545,283.3350001951252,8942100,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-27,285.7334289550781,287.31583238485587,283.67337670682673,284.4396739878663,17868600,45327000000.0,,,14643000000.0,4357856000000.0,,4105000000.0,,,,
2025-06-30,288.52001953125,291.24687278209086,287.5347758413133,289.0076604894998,12689200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-01,289.0176086425781,289.7341577572893,285.2159166625477,289.4953181761386,9338300,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-02,290.6000061035156,291.4160819029091,288.3110456012049,290.63982282748304,8158700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-03,296.0,296.3999938964844,291.2099914550781,292.1499938964844,6541600,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-07,291.9700012207031,296.0400085449219,290.0799865722656,295.25,8825700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-08,282.7799987792969,289.70001220703125,280.30999755859375,289.2699890136719,15440900,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-09,283.1600036621094,287.20001220703125,282.4800109863281,287.17999267578125,11273800,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-10,288.19000244140625,288.30999755859375,283.0,283.0,8410900,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-11,286.8599853515625,287.3800048828125,283.6499938964844,285.5199890136719,7384700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-14,288.70001220703125,289.29998779296875,285.260009765625,287.07000732421875,9079900,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-15,286.54998779296875,291.95001220703125,285.4800109863281,288.0,12526100,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-16,285.82000732421875,290.7300109863281,283.010009765625,288.3999938964844,9979800,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-17,289.8999938964844,290.29998779296875,283.44000244140625,283.44000244140625,8509500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-18,291.2699890136719,292.5,288.2300109863281,289.5199890136719,12217000,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-21,290.9700012207031,294.17999267578125,290.5799865722656,291.0,7898100,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-22,291.42999267578125,293.6300048828125,289.17999267578125,291.5,6717500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-23,296.760009765625,296.989990234375,292.54998779296875,292.8399963378906,7083500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-24,296.54998779296875,299.5899963378906,296.20001220703125,297.4200134277344,7001200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-25,298.6199951171875,298.8999938964844,295.9599914550781,296.70001220703125,5918500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-28,298.2799987792969,299.42999267578125,296.82000732421875,297.6600036621094,5840400,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-29,297.0400085449219,301.2900085449219,296.20001220703125,300.0,7635700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-30,299.6300048828125,300.6099853515625,297.3800048828125,297.4200134277344,8061700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-07-31,296.239990234375,300.9800109863281,295.5,299.1400146484375,14749700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-01,289.3699951171875,291.79998779296875,284.239990234375,290.3999938964844,12007100,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-04,294.260009765625,294.32000732421875,290.260009765625,290.260009765625,6649500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-05,291.3699951171875,295.7900085449219,287.239990234375,294.69000244140625,7182300,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-06,291.3500061035156,293.2900085449219,290.1600036621094,292.29998779296875,6330200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-07,286.94000244140625,293.4599914550781,286.4100036621094,292.94000244140625,8057100,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-08,288.760009765625,291.2300109863281,284.7099914550781,288.9800109863281,6634100,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-11,289.55999755859375,291.32000732421875,288.7799987792969,289.3999938964844,5510100,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-12,292.8500061035156,294.75,290.3399963378906,291.5,8570900,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-13,290.5299987792969,294.54998779296875,287.1600036621094,293.95001220703125,8420400,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-14,294.1600036621094,294.20001220703125,289.6400146484375,290.5799865722656,6322400,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-15,290.489990234375,295.5,289.82000732421875,294.8399963378906,7340500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-18,291.5299987792969,291.8999938964844,288.4100036621094,290.0,5386900,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-19,290.6600036621094,292.4800109863281,289.5299987792969,290.8299865722656,6031500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-20,292.239990234375,293.3299865722656,287.2699890136719,290.80999755859375,7374200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-21,291.4700012207031,292.7699890136719,289.4700012207031,291.94000244140625,6624000,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-22,296.239990234375,297.1600036621094,290.1300048828125,293.20001220703125,8552800,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-25,294.8999938964844,297.3500061035156,294.1400146484375,296.239990234375,5856300,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-26,298.57000732421875,298.739990234375,293.5,294.1600036621094,6714700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-27,299.2799987792969,301.07000732421875,297.0400085449219,297.25,6056500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-28,301.07000732421875,301.239990234375,298.70001220703125,300.0199890136719,6410500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-08-29,301.4200134277344,302.95001220703125,299.7300109863281,302.0400085449219,6796400,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-02,299.70001220703125,300.4599914550781,294.5,300.260009765625,7221900,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-03,299.510009765625,300.57000732421875,296.3800048828125,300.57000732421875,6316900,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-04,303.82000732421875,304.42999267578125,298.2799987792969,300.0,6605800,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-05,294.3800048828125,305.1499938964844,294.30999755859375,303.6499938964844,9837700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-08,292.9100036621094,296.4599914550781,291.44000244140625,294.8900146484375,8188500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-09,297.8500061035156,299.0,292.30999755859375,292.6000061035156,7848200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-10,300.5400085449219,301.5400085449219,295.3999938964844,296.70001220703125,7787300,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-11,305.55999755859375,305.7300109863281,300.7900085449219,301.239990234375,7942500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-12,306.9100036621094,307.54998779296875,303.70001220703125,305.0,6846700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-15,308.8999938964844,309.95001220703125,307.1700134277344,307.1700134277344,7122000,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-16,309.19000244140625,310.8999938964844,307.1300048828125,310.0,10525600,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
