Price,Close,High,Low,Open,Volume,SharesOutstanding,TrailingPE,ForwardPE,EarningsPerShare
Ticker,META,META,META,META,META,,,,
Date,,,,,,,,,
2021-01-04,267.292236328125,273.3151049414783,263.575160606713,273.0964516443011,15106100,2168962480,26.3902,28.737154,27.55
2021-01-05,269.3097839355469,270.73101513017787,266.56668458767825,266.64621141751144,9871600,2168962480,26.3902,28.737154,27.55
2021-01-06,261.6966857910156,266.1094841450222,258.4169171662844,260.3947146442421,24354100,2168962480,26.3902,28.737154,27.55
2021-01-07,267.0934753417969,269.94588658656573,263.15774594351046,264.2708790799468,15789800,2168962480,26.3902,28.737154,27.55
2021-01-08,265.9306335449219,267.3021832804523,261.56751606249094,266.666089935615,18528300,2168962480,26.3902,28.737154,27.55
2021-01-11,255.266357421875,261.855740774374,254.33211430317564,258.88406998034475,30412300,2168962480,26.3902,28.737154,27.55
2021-01-12,249.5515899658203,258.1287195660793,248.76643689922236,255.05765536457494,26383500,2168962480,26.3902,28.737154,27.55
2021-01-13,250.0982208251953,252.39406520969743,247.67316808761396,250.00877588781722,19528900,2168962480,26.3902,28.737154,27.55
2021-01-14,244.13497924804688,253.46744672820924,243.11129120361616,251.84742877824823,29739400,2168962480,26.3902,28.737154,27.55
2021-01-15,249.81993103027344,252.3046136609989,245.6456672437145,246.38112359661773,24942900,2168962480,26.3902,28.737154,27.55
2021-01-19,259.50030517578125,260.5935717896639,251.17164269538958,255.32602549753983,28028500,2168962480,26.3902,28.737154,27.55
2021-01-20,265.84112548828125,268.6637207919955,261.98489390991625,267.28222294763987,25199900,2168962480,26.3902,28.737154,27.55
2021-01-21,271.1981506347656,271.92368892397997,265.85110845081954,267.610283266857,20838700,2168962480,26.3902,28.737154,27.55
2021-01-22,272.8181457519531,276.76382288005954,270.33346318590617,270.34341162196165,21954000,2168962480,26.3902,28.737154,27.55
2021-01-25,276.30670166015625,278.38389303571574,269.84652577546376,276.43591003074664,19087000,2168962480,26.3902,28.737154,27.55
2021-01-26,280.3218688964844,283.6414314237365,276.1078570615494,276.43585213829687,19373600,2168962480,26.3902,28.737154,27.55
2021-01-27,270.47259521484375,281.7132956884518,266.47720660271267,280.7989192423666,35346200,2168962480,26.3902,28.737154,27.55
2021-01-28,263.3763427734375,285.0328437529223,263.0781930081968,275.48170853175645,37758800,2168962480,26.3902,28.737154,27.55
2021-01-29,256.7472229003906,264.92680937897524,253.28856394656756,263.67451957536355,30389500,2168962480,26.3902,28.737154,27.55
2021-02-01,260.4046630859375,262.55143231204124,253.34815902737898,257.9298987989953,22914300,2168962480,26.3902,28.737154,27.55
2021-02-02,265.443603515625,267.2027782433836,261.65694958352583,262.3824878363312,17320800,2168962480,26.3902,28.737154,27.55
2021-02-03,265.0162353515625,267.5506297569906,262.22345458512194,263.9925473517348,14223400,2168962480,26.3902,28.737154,27.55
2021-02-04,264.8572082519531,266.5169895211257,262.38247416730263,265.3740416278043,16060000,2168962480,26.3902,28.737154,27.55
2021-02-05,266.4573669433594,267.5208183709261,264.0422627458969,265.16531379856116,12454400,2168962480,26.3902,28.737154,27.55
2021-02-08,264.9466857910156,268.2065884459274,263.37637959024386,267.10340382972845,13755200,2168962480,26.3902,28.737154,27.55
2021-02-09,267.7991027832031,271.71496498758677,264.12176040264853,264.8075352267552,14613400,2168962480,26.3902,28.737154,27.55
2021-02-10,270.2042541503906,272.1224218071429,266.0796871673924,270.7807174893779,14687200,2168962480,26.3902,28.737154,27.55
2021-02-11,268.73333740234375,271.9037643961982,266.84495442118657,270.2241469155117,12828600,2168962480,26.3902,28.737154,27.55
2021-02-12,268.8426818847656,269.51850833437385,266.69591228253864,268.8625484283655,9097600,2168962480,26.3902,28.737154,27.55
2021-02-16,272.2914123535156,274.90530343957204,268.3954164856225,269.14082130496485,15417200,2168962480,26.3902,28.737154,27.55
2021-02-17,271.89385986328125,272.2914030205178,267.9282857354953,269.57811865209567,12763200,2168962480,26.3902,28.737154,27.55
2021-02-18,267.739501953125,270.28381478607685,264.4000724032498,267.9183918404572,15249100,2168962480,26.3902,28.737154,27.55
2021-02-19,259.9574279785156,268.61405359983115,258.5560633628881,268.2065620167964,25622600,2168962480,26.3902,28.737154,27.55
2021-02-22,258.7350158691406,261.458249262546,255.95218283639636,256.36962295661067,17434900,2168962480,26.3902,28.737154,27.55
2021-02-23,264.2310791015625,265.82128207528933,253.39788389990903,257.91006095251214,21924600,2168962480,26.3902,28.737154,27.55
2021-02-24,262.6905517578125,264.7478760026935,256.8068409960922,260.72267243697917,15736100,2168962480,26.3902,28.737154,27.55
2021-02-25,253.12953186035156,265.3044768348905,252.48350527272703,260.6928912817655,19053100,2168962480,26.3902,28.737154,27.55
2021-02-26,256.0415344238281,263.92293932701955,254.8985866425429,254.8985866425429,26619500,2168962480,26.3902,28.737154,27.55
2021-03-01,263.28692626953125,265.016255755827,256.31986614044337,259.22198893469823,22157300,2168962480,26.3902,28.737154,27.55
2021-03-02,257.41314697265625,265.07590050000744,257.0652853025188,264.15160574582063,15191700,2168962480,26.3902,28.737154,27.55
2021-03-03,253.84510803222656,259.3909060587166,253.53700982689918,258.69521315306645,15513500,2168962480,26.3902,28.737154,27.55
2021-03-04,256.06146240234375,264.85721446691514,251.94681349311827,254.89861760998937,31626500,2168962480,26.3902,28.737154,27.55
2021-03-05,262.6607666015625,263.8236114073833,254.04388913823584,259.0728994748729,26820100,2168962480,26.3902,28.737154,27.55
2021-03-08,253.74574279785156,263.9528087792841,253.4873412472217,263.9229937990307,18391800,2168962480,26.3902,28.737154,27.55
2021-03-09,264.11181640625,266.88473072726873,258.21815645881406,259.57975769372405,22039700,2168962480,26.3902,28.737154,27.55
2021-03-10,263.2769470214844,267.32201733996135,261.25938608005424,266.99405260116964,14210300,2168962480,26.3902,28.737154,27.55
2021-03-11,272.201904296875,276.19726228309315,266.17903717961525,266.4672384715679,21834000,2168962480,26.3902,28.737154,27.55
2021-03-12,266.7555236816406,268.08730994458426,262.40235481870315,267.4910103720713,20600200,2168962480,26.3902,28.737154,27.55
2021-03-15,272.0727233886719,274.2691741424575,266.8548903373823,267.43132330996735,16844800,2168962480,26.3902,28.737154,27.55
2021-03-16,277.5688781738281,280.4113710119352,273.1163157665065,274.38847212136983,22437700,2168962480,26.3902,28.737154,27.55
2021-03-17,282.26983642578125,284.47623535499514,273.72252389231335,274.02067361358866,21315000,2168962480,26.3902,28.737154,27.55
2021-03-18,276.9128723144531,283.44262477716205,276.57495915620297,278.1552134832823,18728300,2168962480,26.3902,28.737154,27.55
2021-03-19,288.33245849609375,291.00597907950714,279.47707746264314,279.4969440020452,38930500,2168962480,26.3902,28.737154,27.55
2021-03-22,291.7414855957031,297.8736649508509,284.99307950985985,288.67042170029026,28273100,2168962480,26.3902,28.737154,27.55
2021-03-23,288.849365234375,296.17420566934123,288.0343819528531,291.3539147122936,23000900,2168962480,26.3902,28.737154,27.55
2021-03-24,280.4114074707031,289.9326996618401,279.4374007869811,289.21710972352685,18675000,2168962480,26.3902,28.737154,27.55
2021-03-25,277.0321044921875,286.2950065994163,276.04818009072284,279.25840026875676,24505600,2168962480,26.3902,28.737154,27.55
2021-03-26,281.2859191894531,282.7568621152536,276.06808605727355,276.59483752215544,17629200,2168962480,26.3902,28.737154,27.55
2021-03-29,289.0381774902344,291.3837034091537,282.9556790706915,284.0191002190289,21718800,2168962480,26.3902,28.737154,27.55
2021-03-30,286.2354431152344,290.6780569351427,284.94342026118994,288.05421748123223,17474500,2168962480,26.3902,28.737154,27.55
2021-03-31,292.7254638671875,294.683395227454,286.84172134888433,288.2132711778815,19498200,2168962480,26.3902,28.737154,27.55
2021-04-01,296.83013916015625,300.5472147916932,294.78276303181883,296.57172245230413,17616000,2168962480,26.3902,28.737154,27.55
