Date,Close_ORCL,High_ORCL,Low_ORCL,Open_ORCL,Volume_ORCL,SharesOutstanding
2015-06-01,37.42139434814453,37.652127241337304,37.29320832084652,37.46412193727517,9764300,2850792605
2015-06-02,37.34446334838867,37.60937621481617,36.865906131116276,37.182094032935076,8275900,2850792605
2015-06-03,37.575199127197266,37.6777459462885,37.250463730186304,37.378649698978805,9220900,2850792605
2015-06-04,37.40428161621094,37.69483362269821,37.182093061889006,37.37864572913697,13783100,2850792605
2015-06-05,37.438472747802734,37.617930514400435,37.165012362538164,37.455564429369886,12850700,2850792605
2015-06-08,36.831722259521484,37.50682887983707,36.814633841200845,37.43846542684163,9112200,2850792605
2015-06-09,36.80609893798828,37.06246767907974,36.5924577770945,37.04537599501958,7634200,2850792605
2015-06-10,37.549556732177734,37.643559333180534,36.79754244396396,36.98554438606524,15518400,2850792605
2015-06-11,37.840126037597656,37.95976458085707,37.62648485037562,37.74612339363503,12519300,2850792605
2015-06-12,37.89139938354492,37.934126967077034,37.515392084594374,37.58375556626463,11742300,2850792605
2015-06-15,37.36156463623047,37.59229746497916,37.0966484417623,37.51538652206293,16727800,2850792605
2015-06-16,38.14773941040039,38.352836220736215,37.39572211903998,37.52390803298777,18271600,2850792605
2015-06-17,38.37849044799805,38.66049828954748,37.917024849047024,38.33576287622216,27080800,2850792605
2015-06-18,36.52408981323242,36.72918347694462,35.01151018875867,35.814799681457295,79138400,2850792605
2015-06-19,35.54133605957031,36.8317269611837,35.51570016891257,36.66081667692581,37430200,2850792605
2015-06-22,35.45589065551758,35.85753384572186,35.42170728531554,35.72080362481933,22368300,2850792605
2015-06-23,35.64387893676758,35.94297842092167,35.44732952370285,35.840428349832315,17394300,2850792605
2015-06-24,35.208065032958984,35.69516663374804,35.208065032958984,35.49861715096522,17768200,2850792605
2015-06-25,35.08842086791992,35.43879219574791,35.08842086791992,35.24224274451806,13587200,2850792605
2015-06-26,35.02860641479492,35.3533386344492,35.01151473061752,35.12260578791246,39687300,2850792605
2015-06-29,34.541481018066406,34.95167467450423,34.5073009299495,34.72094196522176,18195500,2850792605
2015-06-30,34.43894577026367,34.823500414552534,34.27657970263264,34.69531444648805,16691500,2850792605
2015-07-01,34.38768005371094,34.78077897722093,34.122763860960205,34.703868034803314,13948600,2850792605
2015-07-02,34.4902229309082,34.541494713363974,34.310765172503444,34.50731461169506,11644100,2850792605
2015-07-06,34.438758850097656,34.55884365796886,34.112812034400406,34.25005228226257,12434100,2850792605
2015-07-07,34.44734191894531,34.541695221994864,34.17286136756457,34.344412530194106,16437100,2850792605
2015-07-08,34.1128044128418,34.515948982394164,34.052762022321005,34.22431311183679,14598700,2850792605
2015-07-09,34.4644889831543,34.72181402850269,34.4387574602391,34.51595530105016,13348300,2850792605
2015-07-10,34.618892669677734,34.86764168892761,34.49022848121987,34.79044383026614,10470900,2850792605
2015-07-13,34.99628829956055,35.04775460831858,34.63603395444903,34.75611873615287,10717000,2850792605
2015-07-14,34.979148864746094,35.08208152934937,34.80760096787343,35.00488366693011,9298800,2850792605
2015-07-15,34.98772430419922,35.09922977026454,34.85048403883218,34.85048403883218,9326700,2850792605
2015-07-16,35.13353729248047,35.18500361409274,34.790438297929114,35.18500361409274,14861000,2850792605
2015-07-17,34.65319061279297,35.04775584432471,34.44732864256575,34.95340257763994,14574400,2850792605
2015-07-20,34.25004577636719,34.644611005013914,34.19857946617045,34.618879485948035,17488100,2850792605
2015-07-21,33.941261291503906,34.301518991269,33.78686560189967,34.10423306516809,14679100,2850792605
2015-07-22,33.81260299682617,34.0270411282786,33.66678663803031,33.76113993939997,16797000,2850792605
2015-07-23,33.452335357666016,33.966985362034904,33.41802448482411,33.92409840701499,18083800,2850792605
2015-07-24,33.452335357666016,33.59815165914673,33.28078426552141,33.538109267705856,12030300,2850792605
2015-07-27,33.032047271728516,33.29795172416065,32.99773965856478,33.21217778315215,15756800,2850792605
2015-07-28,33.692501068115234,33.76969888714358,32.971989181205466,33.27220437612219,14289200,2850792605
2015-07-29,34.129966735839844,34.19858522225326,33.67535576608061,33.7697090479564,13016400,2850792605
2015-07-30,34.009891510009766,34.39587755794379,33.92411428775051,34.335835138395545,13634200,2850792605
2015-07-31,34.25863265991211,34.4130283671159,34.05277389835106,34.10423695270832,13706100,2850792605
2015-08-03,34.06133270263672,34.31865766006922,33.846894692765574,34.26719463182133,12444500,2850792605
2015-08-04,34.01845169067383,34.31008756586629,33.90694298990658,33.958409299198756,9697300,2850792605
2015-08-05,34.00130844116211,34.327255306043526,33.992732355905325,34.22432592263164,11982000,2850792605
2015-08-06,33.726810455322266,34.17284191543911,33.5809941769329,33.99271476964127,10613000,2850792605
2015-08-07,33.932682037353516,34.0441874800439,33.64962220883482,33.76113092359055,10655100,2850792605
2015-08-10,34.21574401855469,34.3529842769108,34.052772234277384,34.10423528611977,9525800,2850792605
2015-08-11,33.59816360473633,34.03561920884257,33.46950269393209,33.90695502597224,10600500,2850792605
2015-08-12,33.692501068115234,33.761122805946904,33.02345548457922,33.22931742600968,11062300,2850792605
2015-08-13,33.71824264526367,33.93268071106957,33.443762182797336,33.641044810690936,7785700,2850792605
2015-08-14,33.80400466918945,33.88120247660098,33.606722110707565,33.73538621374813,7185000,2850792605
2015-08-17,34.069923400878906,34.07849948442132,33.529538519874166,33.80401900214774,7631200,2850792605
2015-08-18,34.16427993774414,34.335827801473165,33.88979615723302,33.898375513658934,9950600,2850792605
2015-08-19,33.90694808959961,34.25862640916047,33.71824480461003,34.05276768515995,11112900,2850792605
2015-08-20,33.13498306274414,33.88122689074137,33.1092482603536,33.6153224131486,13071200,2850792605
2015-08-21,32.20859909057617,33.25505797222797,32.20859909057617,32.869068772269074,19411300,2850792605
2015-08-24,30.947702407836914,31.393730693479682,30.141413207645083,30.64748716042278,32522300,2850792605
2015-08-25,30.40731430053711,31.916956641284983,30.347271911943228,31.711097958124476,21393600,2850792605
2015-08-26,31.65964126586914,31.753994554331733,30.53598443282536,30.904818230234167,20554300,2850792605
2015-08-27,31.582439422607422,32.1742873316334,30.887658881699696,32.03704709452309,28218200,2850792605
2015-08-28,32.13140106201172,32.15713585656824,31.548129223733696,31.616750979797192,21559100,2850792605
2015-08-31,31.814035415649414,32.17428983911567,31.67679516784337,31.874077819560455,15352800,2850792605
2015-09-01,30.887666702270508,31.350853846818517,30.784737316393013,31.162150518054137,19948700,2850792605
2015-09-02,31.52239418029785,31.522394180297848,30.97343328136865,31.19644741953424,15049300,2850792605
2015-09-03,31.651060104370117,31.968427528418168,31.539551392977195,31.57386226910813,11787800,2850792605
2015-09-04,31.110671997070312,31.46235026039266,30.956276342727342,31.17929047007558,13147900,2850792605
2015-09-08,32.320106506347656,32.440191303258864,31.50524117750908,31.50524117750908,18949600,2850792605
2015-09-09,31.814035415649414,32.748985626348585,31.745413655713588,32.508816010704415,14710200,2850792605
2015-09-10,32.26006317138672,32.54311971702242,31.76256528769367,31.76256528769367,16930600,2850792605
2015-09-11,32.52596664428711,32.56027752263648,32.079938314007,32.122825275911005,12948600,2850792605
2015-09-14,32.21717834472656,32.54312187071851,32.054203309665155,32.43161642491015,15021500,2850792605
2015-09-15,32.586021423339844,32.748993232942404,32.079947278497144,32.39731481175113,14877900,2850792605
2015-09-16,32.8261833190918,33.04062140980544,32.534547384838625,32.81760396310652,19574000,2850792605
2015-09-17,31.513824462890625,32.82618458146563,31.307962448179975,32.82618458146563,37299000,2850792605
2015-09-18,31.205028533935547,31.719678587689284,31.102095905532604,31.12783069866596,34919800,2850792605
2015-09-21,31.591018676757812,31.788301312467784,31.23933709371985,31.393732768982495,14964400,2850792605
2015-09-22,31.04205894470215,31.299387288709973,30.85335563704644,31.17072311670606,19979700,2850792605
2015-09-23,30.870512008666992,31.06779467883821,30.73327174802328,31.042059880422197,16991600,2850792605
2015-09-24,30.930557250976562,31.07637360973629,30.355861357352047,30.75042673383084,18059500,2850792605
2015-09-25,30.921966552734375,31.153560042356652,30.80188176672246,31.050630693212867,19387000,2850792605
2015-09-28,30.39873504638672,30.99916220635924,30.36442744712398,30.6389078736146,21742700,2850792605
2015-09-29,30.45879364013672,30.587457840035615,30.227203315625147,30.287245736360223,19785900,2850792605
2015-09-30,30.982013702392578,31.042056104616815,30.690377774989635,30.78473105621787,16215000,2850792605
2015-10-01,31.08494758605957,31.2393400036384,30.75042141045277,31.076368229931738,18331300,2850792605
2015-10-02,31.642484664916992,31.659640105105368,30.570294193635906,30.630336598262396,18772800,2850792605
2015-10-05,32.24290466308594,32.36298944507586,31.75398618094701,31.959844872339765,12741700,2850792605
2015-10-06,32.36299133300781,32.46592068470869,32.17428479483529,32.182864149515005,12427300,2850792605
2015-10-07,32.30295181274414,32.577432289745786,32.037047419120185,32.38014965140494,16335700,2850792605
2015-10-08,32.500221252441406,32.585998411710385,32.02845832868625,32.07134527228871,13247600,2850792605
2015-10-09,32.81025695800781,32.89637509249403,32.43134702148122,32.706918481695276,14656400,2850792605
2015-10-12,32.75857925415039,32.82747045541084,32.45717080405989,32.65523752465483,11022500,2850792605
2015-10-13,32.56912612915039,32.89636840351642,32.500234920640324,32.646630791893124,11575600,2850792605
2015-10-14,32.086883544921875,32.36245831160264,31.98354506058608,32.00937886040224,14069700,2850792605
2015-10-15,32.33661651611328,32.43995498539535,32.08687887070012,32.33661651611328,12205500,2850792605
2015-10-16,32.181610107421875,32.55190988164618,31.983543321104154,32.55190988164618,19694700,2850792605
2015-10-19,31.751041412353516,31.949108274353144,31.492693474313665,31.742431237950168,18100500,2850792605
2015-10-20,31.742414474487305,31.862976562897796,31.535734262161803,31.535734262161803,13678100,2850792605
2015-10-21,31.535737991333008,31.96631880661363,31.49268056681913,31.845756703946403,11062600,2850792605
2015-10-22,32.54328536987305,32.60356639631601,31.73379166894827,31.73379166894827,14701400,2850792605
2015-10-23,32.784420013427734,32.86192468449069,32.54329583015216,32.827477434002574,16469100,2850792605
2015-10-26,33.04277038574219,33.258060790391404,32.67247062693986,32.67247062693986,12330600,2850792605
2015-10-27,33.016929626464844,33.11165791014746,32.75858185237511,33.008319457525594,14110500,2850792605
2015-10-28,33.481956481933594,33.49056665058767,33.042762323964155,33.26666612981095,14020000,2850792605
2015-10-29,33.46473693847656,33.507794357135225,33.18055206220255,33.18055206220255,11432900,2850792605
2015-10-30,33.447513580322266,33.619746541398776,33.154718532013355,33.51640479371057,16471500,2850792605
2015-11-02,34.23117446899414,34.2570082664273,33.49918840444023,33.62836067667692,19789700,2850792605
2015-11-03,34.61869812011719,34.67897917130199,34.084778830307094,34.179503849975426,17153100,2850792605
2015-11-04,34.859825134277344,34.93732981848562,34.49813879801951,34.747873193738464,16863300,2850792605
2015-11-05,34.747867584228516,34.96315797393271,34.57563790052168,34.58424807067876,16358800,2850792605
2015-11-06,34.980377197265625,34.99760082048296,34.55840992618679,34.722029419146104,16481800,2850792605
2015-11-09,34.53256607055664,34.87703189714891,34.25699472331066,34.799527250419125,14604900,2850792605
2015-11-10,34.37754821777344,34.59283848452323,34.26559964431306,34.300046875409535,11294000,2850792605
2015-11-11,33.61973571777344,34.10198391144682,33.568064860564384,33.791968623400834,18861500,2850792605
2015-11-12,33.26667404174805,33.671417766152686,33.16333228290057,33.28389766822263,14591600,2850792605
2015-11-13,32.12131118774414,33.24082005883179,32.0524200019431,33.137481637595634,23987600,2850792605
2015-11-16,32.82746887207031,33.05998282461579,32.345220631297266,32.45716923857972,16741000,2850792605
2015-11-17,32.836090087890625,33.1719425592777,32.69830437437104,32.92220492693891,14820000,2850792605
2015-11-18,33.32694625854492,33.3527800488741,32.853308153780056,32.88775211252897,11958900,2850792605
2015-11-19,33.602508544921875,33.86085623350555,33.25804277009759,33.30110017068335,12306100,2850792605
2015-11-20,33.87809753417969,34.08477776396942,33.75753543558185,33.80059285864239,12023200,2850792605
2015-11-23,33.705875396728516,34.041728003710595,33.628370696265584,33.964223303247664,9111900,2850792605
2015-11-24,33.98143768310547,34.11922341473972,33.39584750239216,33.39584750239216,13766300,2850792605
2015-11-25,33.80921173095703,34.10200688222674,33.79199138535733,33.990058210470416,8014700,2850792605
2015-11-27,33.74031066894531,33.87809638912447,33.654195825734845,33.70586341763285,6869900,2850792605
2015-11-30,33.55947494506836,33.83504644633836,33.55947494506836,33.680037066240054,18969800,2850792605
2015-12-01,33.783363342285156,33.82642075783865,33.50779194065851,33.66280126470728,12718200,2850792605
2015-12-02,33.32694625854492,33.92114643160594,33.2838888463063,33.71446953883253,13694200,2850792605
2015-12-03,32.56052017211914,33.550854007422075,32.50884929524958,33.550854007422075,20322500,2850792605
2015-12-04,33.723079681396484,33.791974168981454,32.62079416059684,32.74135622880055,18206600,2850792605
2015-12-07,33.43027877807617,33.79196820391067,33.15470744652103,33.723073728487186,13798500,2850792605
2015-12-08,33.3527946472168,33.47335676828235,32.94804756786407,32.97388465457199,15219700,2850792605
2015-12-09,33.22360610961914,33.88669745126794,33.00831577438855,33.2666635196513,17516100,2850792605
2015-12-10,32.887760162353516,33.43029288755005,32.818868942923444,33.24944974084147,18358300,2850792605
2015-12-11,32.04381561279297,32.594958395345536,31.888806294566297,32.396891663182586,20346800,2850792605
2015-12-14,32.422733306884766,32.44856710187163,31.733801446576376,31.992152536727307,20142700,2850792605
2015-12-15,32.90497589111328,33.18054727283659,32.681075375364344,32.81024761269527,19262900,2850792605
2015-12-16,33.50779342651367,33.70586017489892,33.02554180974715,33.301113223593624,23478000,2850792605
2015-12-17,31.80269432067871,32.896369815171454,31.466841862738107,32.80164152496863,42879900,2850792605
2015-12-18,31.3032169342041,31.9318676743426,31.268772973362825,31.76824489879826,28726800,2850792605
2015-12-21,31.36349868774414,31.72518820792803,31.087927284304158,31.6218497529056,15042300,2850792605
2015-12-22,31.509899139404297,31.61323759867615,31.217104100575398,31.337666183904286,13924800,2850792605
2015-12-23,31.80269432067871,32.052431943018796,31.561570152940927,31.570180322472815,12832300,2850792605
2015-12-24,31.871591567993164,32.06104818427813,31.630467354591225,31.630467354591225,4953900,2850792605
2015-12-28,31.682119369506836,31.74240038695889,31.406548065420576,31.716566603784887,10921900,2850792605
2015-12-29,31.897411346435547,32.04380717227141,31.845740492280353,31.880187728383817,10708600,2850792605
2015-12-30,31.794090270996094,32.00077053667342,31.7165888670724,31.931879304828563,9585600,2850792605
2015-12-31,31.458232879638672,31.819922467726652,31.3721180317977,31.725194164059065,10332400,2850792605
