Date,Close_TSM,High_TSM,Low_TSM,Open_TSM,Volume_TSM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2013-01-02,12.930924415588379,12.945213056592166,12.64515840871169,12.688022969083242,10226100,,,,,,,,,,,
2013-01-03,12.923783302307129,13.073809982158718,12.866630086748406,13.052378377974287,13148600,,,,,,,,,,,
2013-01-04,12.830902099609375,12.945209836566649,12.802326187349657,12.930921199117057,7464200,,,,,,,,,,,
2013-01-07,12.645158767700195,12.759465173695961,12.623725805586048,12.759465173695961,9429900,,,,,,,,,,,
2013-01-08,12.530854225158691,12.659447929047122,12.50227693809012,12.652303607279979,8112900,,,,,,,,,,,
2013-01-09,12.530854225158691,12.809475960877027,12.430835083058739,12.688025216115694,12977400,,,,,,,,,,,
2013-01-10,12.988079071044922,13.016654993611906,12.638015503099613,12.723744633440527,15772200,,,,,,,,,,,
2013-01-11,12.966646194458008,13.002367801207239,12.802330891331447,12.916637307649053,12556600,,,,,,,,,,,
2013-01-14,12.86662483215332,13.002364174660809,12.788038681863787,12.973786897232038,8392500,,,,,,,,,,,
2013-01-15,12.780896186828613,12.816617788713414,12.695167067584654,12.773751866451653,12064700,,,,,,,,,,,
2013-01-16,12.71660041809082,12.752322024897126,12.680880173924486,12.688024495285747,8976600,,,,,,,,,,,
2013-01-17,13.045232772827148,13.109530304337689,12.85234017829553,12.930926352950635,11372400,,,,,,,,,,,
2013-01-18,12.959501266479492,13.009510150947555,12.852339176527945,13.009510150947555,12608400,,,,,,,,,,,
2013-01-22,12.973788261413574,12.973788261413574,12.852337544850045,12.930923703402838,11338900,,,,,,,,,,,
2013-01-23,13.052375793457031,13.080951714257967,12.945213705833746,12.96664530577448,9210500,,,,,,,,,,,
2013-01-24,12.723746299743652,12.909494589994527,12.709459017909076,12.888062985922591,8766400,,,,,,,,,,,
2013-01-25,12.680879592895508,12.70945687703116,12.552284539564887,12.680879592895508,9410300,,,,,,,,,,,
2013-01-28,12.516562461853027,12.645157496329006,12.509418141866616,12.645157496329006,13755500,,,,,,,,,,,
2013-01-29,12.68802261352539,12.766608774204178,12.623725093449975,12.695166933827077,10022400,,,,,,,,,,,
2013-01-30,12.71660041809082,12.752322024897126,12.588006721508034,12.645159929758151,8748500,,,,,,,,,,,
2013-01-31,12.673731803894043,12.766606589281281,12.66658748481506,12.709453399288956,10751300,,,,,,,,,,,
2013-02-01,12.909492492675781,12.952357056495869,12.766610159062187,12.780897438575606,8979400,,,,,,,,,,,
2013-02-04,12.788042068481445,12.95235736929323,12.773753425983044,12.866628239582711,5769800,,,,,,,,,,,
2013-02-05,12.988079071044922,13.016654993611906,12.838051048988385,12.84519537029012,6314500,,,,,,,,,,,
2013-02-06,12.8880615234375,13.059521149757114,12.852339916304258,13.03094386405052,5810300,,,,,,,,,,,
2013-02-07,13.073808670043945,13.116674599390981,12.87377311698448,12.90234904057583,8194200,,,,,,,,,,,
2013-02-08,13.1809720993042,13.202403701286546,13.016655429146192,13.023799750686976,9341100,,,,,,,,,,,
2013-02-11,13.202402114868164,13.266699638369131,13.138104591367195,13.173826194778755,4804300,,,,,,,,,,,
2013-02-12,13.216692924499512,13.238125890062637,13.10238650010964,13.145251068595826,4868400,,,,,,,,,,,
2013-02-13,13.15239429473877,13.252412067087521,13.109529729823583,13.230980465949903,6487300,,,,,,,,,,,
2013-02-14,13.26669979095459,13.273844111719072,13.123817463584524,13.166682025531559,5087900,,,,,,,,,,,
2013-02-15,13.23812484741211,13.288133733813911,13.20954756224539,13.252412127355512,5266400,,,,,,,,,,,
2013-02-19,13.681061744689941,13.688206065918076,13.302422258078435,13.330998180351028,11089400,,,,,,,,,,,
2013-02-20,13.495311737060547,13.752501817484198,13.473880138785088,13.709637258293512,9250100,,,,,,,,,,,
2013-02-21,13.352434158325195,13.509605172905411,13.309568221279477,13.45959627565899,7048100,,,,,,,,,,,
2013-02-22,13.502456665039062,13.573898508665266,13.33099705792007,13.338141378546673,8572300,,,,,,,,,,,
2013-02-25,13.03808879852295,13.438161278746632,13.03808879852295,13.409585354336391,11474200,,,,,,,,,,,
2013-02-26,12.723746299743652,12.909494589994527,12.638017158175641,12.90235026775717,18927900,,,,,,,,,,,
2013-02-27,12.988079071044922,13.123818450497986,12.852339691591856,12.859484012893592,15507300,,,,,,,,,,,
2013-02-28,13.03808879852295,13.216692754667099,12.945215340889611,13.080953366458331,9086700,,,,,,,,,,,
2013-03-01,13.03808879852295,13.109530653508617,12.909493732076752,12.980935587062422,8703200,,,,,,,,,,,
2013-03-04,12.959501266479492,12.980934229525763,12.77375300799819,12.780897329013612,10449900,,,,,,,,,,,
2013-03-05,13.095239639282227,13.152392840396002,13.045230758637645,13.145248519926804,8628300,,,,,,,,,,,
2013-03-06,12.945215225219727,13.166683747320365,12.916637938424788,13.066665968818148,9243600,,,,,,,,,,,
2013-03-07,12.89520263671875,13.038086319522861,12.845193756529248,12.980933118929174,12116900,,,,,,,,,,,
2013-03-08,12.795186996459961,12.995223913003214,12.709457862684289,12.980935269827265,9194700,,,,,,,,,,,
2013-03-11,12.659445762634277,12.773752166067197,12.645158484185023,12.766609208162478,8261800,,,,,,,,,,,
2013-03-12,12.66659164428711,12.788042383232895,12.645160042651957,12.716600531622436,6289800,,,,,,,,,,,
2013-03-13,12.859481811523438,12.895202049277335,12.788039973375918,12.866626131602162,9987400,,,,,,,,,,,
2013-03-14,12.89520263671875,12.966644478120806,12.759464636958612,12.895202636718752,7771400,,,,,,,,,,,
2013-03-15,12.602293968200684,12.795186556523747,12.580862366813655,12.766610633794386,13988800,,,,,,,,,,,
2013-03-18,12.31652545928955,12.466553452130714,12.287949542287235,12.466553452130714,13773100,,,,,,,,,,,
2013-03-19,12.20221996307373,12.316526364765865,12.145066762227662,12.295093403458667,12270900,,,,,,,,,,,
2013-03-20,12.323671340942383,12.380824544829565,12.2165092539839,12.245085174607558,10920000,,,,,,,,,,,
2013-03-21,12.06648063659668,12.223652961378933,12.052193358321762,12.223652961378933,8847800,,,,,,,,,,,
2013-03-22,12.195077896118164,12.209366539629972,12.059338508036086,12.080771473303797,5857700,,,,,,,,,,,
2013-03-25,12.10934829711914,12.29509520510724,12.095059654153903,12.252230638851524,8533300,,,,,,,,,,,
2013-03-26,12.195077896118164,12.223655183141778,12.109348760327412,12.137924684710981,8555300,,,,,,,,,,,
2013-03-27,12.266520500183105,12.330818037272998,12.12363678161887,12.15221407038777,10581000,,,,,,,,,,,
2013-03-28,12.280805587768555,12.295092865374958,12.166499191078936,12.223652389423746,11994500,,,,,,,,,,,
2013-04-01,12.20221996307373,12.337959326073063,12.16649972353486,12.295093403458667,10849200,,,,,,,,,,,
2013-04-02,12.223653793334961,12.309382919378471,12.195076509560531,12.237941072582286,10203600,,,,,,,,,,,
2013-04-03,11.959319114685059,12.230797854210017,11.895021590199667,12.209364891834934,15742400,,,,,,,,,,,
2013-04-04,12.023615837097168,12.03076015741228,11.895020796704722,11.952173996585834,11240200,,,,,,,,,,,
2013-04-05,11.95217514038086,11.987896745374885,11.773571203330434,11.823580087682169,11192000,,,,,,,,,,,
2013-04-08,12.030759811401367,12.045048451620639,11.830722936250751,11.866444536798932,9706100,,,,,,,,,,,
2013-04-09,12.10934829711914,12.195077429630572,11.909311383525813,11.909311383525813,10358700,,,,,,,,,,,
2013-04-10,12.280805587768555,12.32367014586723,12.116488950217462,12.180786468685339,12085500,,,,,,,,,,,
2013-04-11,12.387969970703125,12.516565031580456,12.295095154451724,12.387969970703125,8494300,,,,,,,,,,,
2013-04-12,12.366538047790527,12.409403980119581,12.216511372559149,12.316529156046736,7375800,,,,,,,,,,,
2013-04-15,12.06648063659668,12.266517521483276,12.059336316139323,12.15935543990252,9138100,,,,,,,,,,,
2013-04-16,12.31652545928955,12.352247058842064,12.23079634564291,12.245083622824222,9856000,,,,,,,,,,,
2013-04-17,12.20221996307373,12.26651748435553,12.137922441791929,12.216508603945195,21226100,,,,,,,,,,,
2013-04-18,12.816620826721191,13.09524257426727,12.780899216369063,12.95950318020939,24337500,,,,,,,,,,,
2013-04-19,13.431013107299805,13.559608136887258,13.252409202348268,13.29527512063719,21119200,,,,,,,,,,,
2013-04-22,13.216692924499512,13.409585526647444,13.109530821964015,13.309566383326258,20376200,,,,,,,,,,,
2013-04-23,13.05952262878418,13.22383795228631,12.952359157887877,13.102387199558619,21663000,,,,,,,,,,,
2013-04-24,13.173827171325684,13.238124699592886,13.009510508731752,13.030943472367467,10201900,,,,,,,,,,,
2013-04-25,13.352434158325195,13.352434158325195,13.195261781104728,13.216694749627589,15245700,,,,,,,,,,,
2013-04-26,13.23812484741211,13.438160393019315,13.20954756224539,13.35957558409075,7028200,,,,,,,,,,,
2013-04-29,13.452448844909668,13.473881808480886,13.302422187830942,13.316709467571817,7825300,,,,,,,,,,,
2013-04-30,13.63105583190918,13.723929302852396,13.445307527382505,13.473884818528258,12088600,,,,,,,,,,,
2013-05-01,13.652488708496094,13.695353282286344,13.595335489229013,13.652488708496092,8604300,,,,,,,,,,,
2013-05-02,13.952537536621094,13.959681856331438,13.666770198765985,13.666770198765985,11268200,,,,,,,,,,,
2013-05-03,13.86680793762207,13.988258655081172,13.859663617460978,13.859663617460978,9254600,,,,,,,,,,,
2013-05-06,13.966824531555176,14.02397772544493,13.916815657231595,13.923959976797766,5661100,,,,,,,,,,,
2013-05-07,13.909674644470215,14.016838100799593,13.8382341571039,14.016838100799593,8522800,,,,,,,,,,,
2013-05-08,14.438338279724121,14.488348515156089,14.088274807537871,14.145427999677676,14032800,,,,,,,,,,,
2013-05-09,14.438338279724121,14.50263579121135,14.359753492181632,14.374042130876479,8912600,,,,,,,,,,,
2013-05-10,14.409765243530273,14.416909564304877,14.288314515641725,14.359756360747905,7955300,,,,,,,,,,,
2013-05-13,14.23830509185791,14.359755815131795,14.231160771354764,14.352611494628647,6519800,,,,,,,,,,,
2013-05-14,14.20973014831543,14.324036569897372,14.188298545918835,14.266883359106401,8539100,,,,,,,,,,,
2013-05-15,14.145430564880371,14.195440809381445,14.116854644948162,14.181152168095425,9222200,,,,,,,,,,,
2013-05-16,13.895386695861816,14.03826902635815,13.895386695861816,14.00254878439404,10411800,,,,,,,,,,,
2013-05-17,13.938252449035645,14.0168386232356,13.881099239428405,14.0168386232356,10542300,,,,,,,,,,,
2013-05-20,13.83823299407959,14.052557163445721,13.816800032087043,14.04541284278154,8361000,,,,,,,,,,,
2013-05-21,13.738213539123535,13.95253906600784,13.702493299296053,13.845375621245786,12950200,,,,,,,,,,,
