Date,Close_META,High_META,Low_META,Open_META,Volume_META,SharesOutstanding
2019-01-02,134.8486785888672,136.66746796131812,127.77230782721618,128.1996810943868,28146200,2168962480
2019-01-03,130.93284606933594,136.32956965769634,130.31663444238757,133.86476864580226,22717900,2168962480
2019-01-04,137.1047821044922,137.15447878928725,132.93051839179108,133.18891992130673,29002100,2168962480
2019-01-07,137.20416259765625,138.01913052367522,135.0772751096051,136.71715939684776,20089300,2168962480
2019-01-08,141.65670776367188,142.26297085871363,138.6850222379267,139.03288383019392,26263800,2168962480
2019-01-09,143.3463134765625,143.81343504844793,140.40445758266705,142.07415711726176,22205900,2168962480
2019-01-10,143.3164825439453,143.6742774280033,139.97706868117015,142.20334964478639,16125000,2168962480
2019-01-11,142.91893005371094,144.46936939466403,141.69647059877445,142.2729035514489,12908000,2168962480
2019-01-14,144.49920654296875,145.67198466371724,140.40445430489365,141.12997740725265,20520300,2168962480
2019-01-15,148.0373992919922,149.7567955560964,145.09554332747982,145.11540987101137,24069000,2168962480
2019-01-16,146.6360321044922,148.73310497503223,146.09934729735642,148.08709351908917,18025700,2168962480
2019-01-17,147.3914031982422,148.087111426919,145.60242834928613,146.04966827019965,15787900,2168962480
2019-01-18,149.12069702148438,151.49605286534683,147.6398359694482,148.83248052658487,31029600,2168962480
2019-01-22,146.6658477783203,150.60157641644324,145.47318803072073,148.28585047678212,22378700,2168962480
2019-01-23,143.41587829589844,147.88830683839862,142.1834703046798,147.37148862720386,20098400,2168962480
2019-01-24,144.9365234375,145.5427866662527,141.64680573397166,143.75381196130203,20955500,2168962480
2019-01-25,148.09701538085938,148.91199854832516,145.64214777292565,146.57639085161125,22237200,2168962480
2019-01-28,146.56643676757812,148.04731283789388,145.31416238170297,147.14288486544675,15508500,2168962480
2019-01-29,143.3065643310547,147.19261178130307,142.5512110712888,147.1826633445378,17632100,2168962480
2019-01-30,149.49838256835938,150.0251340723655,144.8073005526339,145.32411878563397,44613200,2168962480
2019-01-31,165.66871643066406,170.62813370238104,163.98906839459858,164.58539834579008,77233600,2168962480
2019-02-01,164.6947021484375,168.06393102503503,164.64500546518295,164.82389532654105,30806500,2168962480
2019-02-04,168.2130126953125,168.26270938057183,162.6175026047529,164.68476035608808,20036000,2168962480
2019-02-05,170.11131286621094,170.92628087161887,167.6564452485143,168.11361835354094,22557000,2168962480
2019-02-06,169.44541931152344,171.4132836758737,168.23289299477756,170.15106067428434,13281200,2168962480
2019-02-07,165.36061096191406,168.2030886299024,164.23752950784493,167.16945211501576,17517600,2168962480
2019-02-08,166.30479431152344,166.3445425643853,163.20391496807667,163.46231652493037,12561400,2168962480
2019-02-11,164.7742156982422,167.26884690202053,164.06857428500535,166.8712885601335,12811200,2168962480
2019-02-12,164.02879333496094,167.30857726977405,163.49210858740534,165.83764947527123,16292300,2168962480
2019-02-13,163.0647735595703,165.20159474707648,162.7268451659265,164.3667449481225,14205100,2168962480
2019-02-14,162.9454803466797,163.85984171506803,161.255899227586,162.19014230287164,12755200,2168962480
2019-02-15,161.50437927246094,163.69089706647424,159.8744279898001,163.50205875041536,15504400,2168962480
2019-02-19,161.295654296875,163.14425881872185,159.34767156693718,159.51662816946143,14345400,2168962480
2019-02-20,161.56399536132812,162.7168917017492,160.26202413434342,161.25589715223083,11770700,2168962480
2019-02-21,159.05941772460938,161.24595031219692,158.61217793725646,160.93783696372964,15607800,2168962480
2019-02-22,160.89813232421875,161.41495063637527,159.3278108426943,159.59616085395078,15858500,2168962480
2019-02-25,163.6113739013672,165.05250193200075,161.90191107073753,162.07088283187446,18737100,2168962480
2019-02-26,163.1243896484375,165.2214624046784,162.79640971989184,163.33309449777607,13784100,2168962480
2019-02-27,161.81246948242188,162.92560244991756,159.42718021913132,161.90191441760294,12697500,2168962480
2019-02-28,160.46078491210938,162.49822749479787,159.8744035106681,161.37514620722908,11114200,2168962480
2019-03-01,161.2857208251953,162.13051900206605,160.69933935269893,161.60376748741004,11097800,2168962480
2019-03-04,166.3445281982422,166.47373654816042,162.82622425974708,162.8957874875728,18894700,2168962480
2019-03-05,170.210693359375,170.82690496377725,165.52955977885526,166.34452779522059,28187900,2168962480
2019-03-06,171.45303344726562,172.5065516132874,170.2206405778765,171.84064332800884,21531700,2168962480
2019-03-07,168.09375,170.68775920848,166.58305875186213,170.44922422236385,18306500,2168962480
2019-03-08,168.56088256835938,168.58074911119513,164.95311838938363,165.18170495439398,13184800,2168962480
2019-03-11,171.0157470703125,173.23207977837197,170.52874380469333,170.54862551245114,18884000,2168962480
2019-03-12,170.86666870117188,172.73515506046346,170.17096053504224,171.03562531542474,12155300,2168962480
2019-03-13,172.3077392578125,172.96369900934317,171.06539813686663,171.26418484845547,11973300,2168962480
2019-03-14,169.1273956298828,170.1013870908367,167.12971601638225,168.71990399024355,18037400,2168962480
2019-03-15,164.96304321289062,166.55324614570912,161.51430254501352,166.13582128803657,37135400,2168962480
2019-03-18,159.48678588867188,162.8957626651453,158.30407470816576,162.56779795275844,37524200,2168962480
2019-03-19,160.580078125,162.81629251754023,159.83467332748657,160.4906180236708,25611500,2168962480
2019-03-20,164.42636108398438,165.10218748384236,160.25209727491628,160.5104988103974,20211500,2168962480
2019-03-21,165.06246948242188,165.3705677603052,162.7467430138993,163.8797579006359,16223000,2168962480
2019-03-22,163.3330841064453,166.3942147461548,163.08461585807893,164.63505530143735,16389200,2168962480
2019-03-25,165.27114868164062,165.51961695296538,161.00743981843976,162.00131290373878,12631200,2168962480
2019-03-26,166.65261840820312,168.41177787554443,165.33078065535696,166.32465366160423,15437900,2168962480
2019-03-27,164.8537139892578,167.9049114587828,163.78032930121478,166.82159349998616,10620300,2168962480
2019-03-28,164.53567504882812,165.69850461684163,162.32927581763383,163.5616837736652,10443000,2168962480
2019-03-29,165.66871643066406,166.1656530015568,163.80023007121122,165.3705514550683,13455500,2168962480
2019-04-01,167.66636657714844,167.86513813758052,166.25506878319348,166.80170194835512,10381500,2168962480
2019-04-02,173.13272094726562,173.82842920459677,168.511216298642,169.09759788944237,23946500,2168962480
2019-04-03,172.47671508789062,176.86964712749852,171.89033365300446,173.43083984803815,27391100,2168962480
2019-04-04,174.94154357910156,176.9094080288691,174.4545403109749,174.94154357910156,17847700,2168962480
2019-04-05,174.6433563232422,175.91551248846602,174.02715994595187,175.79625258713185,9594100,2168962480
2019-04-08,173.85818481445312,174.4246996653586,173.1624767947163,174.1364831876453,7297400,2168962480
2019-04-09,176.49197387695312,178.09211005633205,174.47441284625347,174.54397607215748,19751000,2168962480
2019-04-10,176.73049926757812,177.69454209892865,175.4583279105723,177.088278979029,11701500,2168962480
2019-04-11,176.42239379882812,177.30694017739967,175.91552401963503,177.14793202029708,8071000,2168962480
2019-04-12,178.00267028808594,178.52942179422348,176.85970717519749,176.9094038610273,12329800,2168962480
2019-04-15,178.54928588867188,179.39408404029984,175.78632004576266,177.40633795675083,10834800,2168962480
2019-04-16,177.77406311035156,179.06610107577686,177.20756337211594,177.90327145648376,11215200,2168962480
2019-04-17,177.6846160888672,179.63261386749465,177.26719124315386,178.4995992390446,9973700,2168962480
2019-04-18,177.18768310546875,177.78401299137303,176.2534400280249,177.7045013288992,11655600,2168962480
2019-04-22,180.3283233642578,180.55690991281375,177.1578660006869,177.1578660006869,13389900,2168962480
2019-04-23,182.65399169921875,183.09129827672487,180.3680806038092,181.62037037854026,19954800,2168962480
2019-04-24,181.46133422851562,184.00564668303085,180.53702445221057,183.35963529890572,37289900,2168962480
2019-04-25,192.07589721679688,197.26391567088962,190.94288256390874,195.77310611891582,54148800,2168962480
2019-04-26,190.31675720214844,191.7181066873159,187.93145276544553,191.32056353051507,22075000,2168962480
2019-04-29,193.5865936279297,194.2127385093188,189.48189303268884,189.78005798407887,19641300,2168962480
2019-04-30,192.21502685546875,196.18058547607808,191.10189397893197,193.0001949964744,23494700,2168962480
2019-05-01,191.84732055664062,194.97801471108266,191.82743884863885,193.58659845695283,15996600,2168962480
2019-05-02,191.3503875732422,192.8113822499062,188.58742155628713,191.81750914552524,13209500,2168962480
2019-05-03,194.27236938476562,194.9581442266142,192.5231582484689,193.18905138271765,14575400,2168962480
2019-05-06,192.69210815429688,193.0896513006828,189.38250914035297,190.06828395837275,13994900,2168962480
2019-05-07,188.6072998046875,191.71811225192852,186.69906529911833,191.36031733430303,16253000,2168962480
2019-05-08,188.3787078857422,189.55148607442612,187.3947831850088,188.22963298117668,12505700,2168962480
2019-05-09,187.49415588378906,188.60730407789947,185.11879976068846,186.05304290928285,12967000,2168962480
2019-05-10,187.18606567382812,188.83589874463766,183.45904135649974,187.09662072988442,12578500,2168962480
2019-05-13,180.42771911621094,184.29388493748803,179.7320109668745,182.37571709965326,16833300,2168962480
2019-05-14,179.6226806640625,182.3657801189418,177.00880473005353,181.40172200114728,17628100,2168962480
2019-05-15,185.1287384033203,186.13254473045885,178.91703180278625,179.3145749591007,16746900,2168962480
2019-05-16,185.8443145751953,187.4245689787022,183.9161985614732,183.9161985614732,12953100,2168962480
2019-05-17,184.16468811035156,186.4307175607877,183.1509333040091,183.70749981249517,10485400,2168962480
2019-05-20,181.6005096435547,183.10125269395098,180.25877477718817,180.76565980751838,10352000,2168962480
2019-05-21,183.68763732910156,184.56223536235143,182.76332744148826,183.4391690490862,7502800,2168962480
2019-05-22,184.1845703125,185.5958682957456,182.48504063746552,183.5981736574226,9213800,2168962480
2019-05-23,179.76182556152344,182.77325988849788,178.56918085589103,181.3023319237279,12768800,2168962480
2019-05-24,179.95066833496094,182.50492958457374,179.72208175900317,181.21289146927663,8807700,2168962480
2019-05-28,183.1807403564453,183.5782986776593,180.3382628122875,180.4277077475734,14843300,2168962480
2019-05-29,181.07373046875,183.4292047061461,180.23888075996393,182.37570171668284,12797700,2168962480
2019-05-30,181.8887176513672,182.35583923977353,179.78171145024962,181.95829605041945,8581500,2168962480
2019-05-31,176.38265991210938,179.43384243695849,176.0745616781829,179.17544089099113,15226500,2168962480
2019-06-03,163.1442413330078,173.97746576359373,160.02348082580153,173.92776908222493,56059600,2168962480
2019-06-04,166.47372436523438,167.2489440774128,159.85452667020485,162.70695243889548,46044300,2168962480
2019-06-05,167.13961791992188,167.6862510942485,163.62131422886202,166.45384313443014,19758300,2168962480
2019-06-06,167.29864501953125,168.66024618566726,166.2053786461602,167.26883004255737,12446400,2168962480
2019-06-07,172.28787231445312,172.80467530053966,167.80549585481262,169.12734862423164,16917300,2168962480
2019-06-10,173.74888610839844,176.77025337251828,172.73513139646082,173.67930771866713,14767900,2168962480
2019-06-11,177.00880432128906,178.87727542786163,175.70681782772476,177.38646578506123,15266600,2168962480
2019-06-12,173.96751403808594,178.171607524552,171.8207599973538,177.28706120798847,17699800,2168962480
2019-06-13,176.38265991210938,176.93922642053136,173.54018224526854,174.45454367557608,12253600,2168962480
2019-06-14,180.218994140625,180.72586391457918,178.8971412217617,179.40401099571588,16773700,2168962480
2019-06-17,187.85194396972656,188.33894723474907,183.28013693550344,183.87645167981103,29459900,2168962480
2019-06-18,187.3152618408203,193.33813031904276,186.132550441343,192.81137879637973,37571400,2168962480
2019-06-19,186.33131408691406,186.94752568674323,183.4192733466488,185.85425927196496,21417100,2168962480
2019-06-20,188.36874389648438,189.98876169998826,186.49032457877115,189.78004170233206,14635700,2168962480
2019-06-21,189.96890258789062,190.82363405537563,187.5935464997508,187.5935464997508,22751200,2168962480
2019-06-24,191.41998291015625,192.79151760317586,190.39629473527364,191.24107784957894,15509000,2168962480
2019-06-25,187.68299865722656,191.9566561590256,186.97735722588678,191.69825460414492,16750300,2168962480
2019-06-26,186.51022338867188,189.59122079712247,186.16236174910995,188.37869444218595,12808600,2168962480
2019-06-27,188.33892822265625,197.66146155433006,187.11646871319368,188.71660480496908,11159000,2168962480
2019-06-28,191.8175048828125,192.01627646621145,188.7762556774397,189.38251886425127,16378900,2168962480
2019-07-01,191.8175048828125,194.08353429721967,190.75405340541369,194.01397106741493,14181800,2168962480
2019-07-02,193.80526733398438,193.80526733398438,191.52930445699977,191.81752100235377,9050000,2168962480
2019-07-03,195.99176025390625,196.19053182864255,192.97039288813693,192.97039288813693,10246100,2168962480
2019-07-05,195.19667053222656,195.86257885386615,192.98033776825437,194.97801723727326,11164100,2168962480
2019-07-08,194.56057739257812,195.47493875328945,192.45357143812586,193.99407765580318,9723900,2168962480
2019-07-09,197.98944091796875,198.23790916033263,193.6959024105778,193.77541406797,14698600,2168962480
2019-07-10,201.4878692626953,201.71647097195867,198.44662030583783,198.77460021603008,20571700,2168962480
2019-07-11,199.99708557128906,202.55134679304328,198.98334589837611,202.01464681063013,13678500,2168962480
2019-07-12,203.61476135253906,204.04213463834967,197.93975488423837,198.45655793714116,15366300,2168962480
2019-07-15,202.66065979003906,204.07195771878594,200.583468729332,202.9985729915772,16030300,2168962480
2019-07-16,202.5911102294922,204.21112840463525,201.85565376444933,202.6408069227441,12132700,2168962480
2019-07-17,200.5635986328125,203.10791139335834,200.35487860489727,202.92900634581667,12083700,2168962480
2019-07-18,199.54983520507812,201.22948313180962,198.15841896327078,198.923690313615,11937900,2168962480
2019-07-19,197.1446533203125,201.09033043227302,196.85643681656197,200.94124037974095,12098300,2168962480
2019-07-22,201.08041381835938,201.32888209452958,197.59190951513781,198.68517599640668,13589000,2168962480
2019-07-23,201.1201629638672,202.98864926186917,199.72874667724878,201.59721780995062,14583700,2168962480
2019-07-24,203.4060821533203,203.55515705943225,196.01166350415383,196.4191551345941,32532500,2168962480
2019-07-25,199.4802703857422,207.3815582525798,197.0452692340373,205.4335603642758,39889900,2168962480
2019-07-26,198.52615356445312,201.63698124917263,195.0475976822224,198.963460158953,24434000,2168962480
2019-07-29,194.73948669433594,198.40688065364338,194.10340855270127,197.78073578294237,16530800,2168962480
2019-07-30,195.8327178955078,197.49249905475855,192.3144143521833,194.19283360668575,11903600,2168962480
2019-07-31,193.03994750976562,197.54219096242704,191.4994413349571,195.74328326851003,14593500,2168962480
2019-08-01,191.5491485595703,197.25398532248488,189.7104925174079,192.98032817711677,17777000,2168962480
2019-08-02,187.8618927001953,191.43982666753806,186.91771631292292,189.92915051402204,15297000,2168962480
2019-08-05,180.61654663085938,184.532408906842,178.2411906282358,183.55841755603342,23086700,2168962480
2019-08-06,183.3795166015625,184.65167293122602,181.96821864725766,182.56454856160605,18035700,2168962480
2019-08-07,184.01559448242188,185.22812085183932,180.1096805618966,182.4751033424486,15833200,2168962480
2019-08-08,188.99488830566406,189.17377816157486,182.9223238301564,185.47656948643743,14828900,2168962480
2019-08-09,186.69906616210938,189.8098786237297,185.97352788685143,188.83588724108594,11058800,2168962480
2019-08-12,184.2342529296875,186.4406524397089,183.32983992824995,185.7051960465685,10930900,2168962480
2019-08-13,187.29537963867188,190.2074356606223,184.23424872024776,184.38333878202118,13577000,2168962480
2019-08-14,178.60891723632812,184.85043824412367,178.21135895109717,184.66159995430118,18903700,2168962480
2019-08-15,181.47128295898438,182.07754614747478,178.9269702877131,179.84133170611997,12925900,2168962480
2019-08-16,182.57447814941406,183.96590953305457,181.2426918882448,182.6241748354904,12654600,2168962480
2019-08-19,185.0293426513672,186.3511956187924,183.71743812016643,184.87031932476737,9691200,2168962480
2019-08-20,182.6837921142578,184.86037639176993,181.27249428637148,184.31374321346578,10083400,2168962480
2019-08-21,182.4254150390625,184.76100778250884,182.0179234183364,183.86652803655926,8398200,2168962480
2019-08-22,180.92466735839844,182.9819921242539,178.80772779337903,182.30615047461254,10821400,2168962480
2019-08-23,176.6609344482422,182.00797630440962,175.57761646457456,179.73199852978033,17323400,2168962480
2019-08-26,179.25494384765625,179.39408546800007,177.14793783522146,178.30081904722775,8773600,2168962480
2019-08-27,180.18917846679688,182.91238078907222,179.90094680337594,180.81530814624855,14399600,2168962480
