Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2000-01-26,18.559467315673828,18.795628202175667,18.37887369658419,18.684493667351273,9298000,,,,,,,,,,,
2000-01-27,18.003795623779297,18.517792875384107,17.72595927156048,18.517792875384107,10548400,,,,,,,,,,,
2000-01-28,17.531482696533203,18.00380473431619,17.531482696533203,17.78153554006537,10361000,,,,,,,,,,,
2000-01-31,18.420547485351562,18.573357456949502,17.30920223736655,17.4759040245643,14612200,,,,,,,,,,,
2000-02-01,18.490005493164062,18.545572752347123,18.087142864086857,18.517789122755595,10665400,,,,,,,,,,,
2000-02-02,18.628923416137695,18.865084264813564,18.503897084485764,18.503897084485764,11562800,,,,,,,,,,,
2000-02-03,18.309417724609375,18.67060502418437,17.79542041367573,18.545578651254562,11610800,,,,,,,,,,,
2000-02-04,17.97602653503418,18.559483346835908,17.795432759952693,18.559483346835908,11436200,,,,,,,,,,,
2000-02-07,17.94822883605957,18.0593633799361,17.670392476368246,17.670392476368246,7101200,,,,,,,,,,,
2000-02-08,17.545360565185547,18.19827580395334,17.489793310822332,18.003790413682083,9372000,,,,,,,,,,,
2000-02-09,17.04302406311035,17.280508824645498,16.98714529569032,17.15478159795042,12408200,,,,,,,,,,,
2000-02-10,16.95920753479004,17.36432863735092,16.83348029606425,17.043025693940564,13475600,,,,,,,,,,,
2000-02-11,16.512163162231445,17.14079881561589,16.246739219691346,16.98713232256636,12465800,,,,,,,,,,,
2000-02-14,17.084930419921875,17.19668793697778,16.637900351698242,16.65187004133023,9753600,,,,,,,,,,,
2000-02-15,17.727535247802734,18.006929026333903,17.30844458000598,17.378293024638772,10783600,,,,,,,,,,,
2000-02-16,17.881196975708008,17.96501508653164,17.517985162138938,17.657682013511657,10264200,,,,,,,,,,,
2000-02-17,17.406238555908203,17.65769304547991,17.28051131112235,17.65769304547991,11678400,,,,,,,,,,,
2000-02-18,16.76362419128418,17.294472290674847,16.76362419128418,17.280502603848774,13800600,,,,,,,,,,,
2000-02-22,16.861404418945312,17.196676752047786,16.651859210756264,17.043010266042486,10854800,,,,,,,,,,,
2000-02-23,16.679807662963867,16.945231738002654,16.3445351471254,16.56805015768438,8881600,,,,,,,,,,,
2000-02-24,16.274682998657227,16.414379848431107,15.981319614132074,16.24674362870245,10786400,,,,,,,,,,,
2000-02-25,15.883539199829102,16.623932847666342,15.64605444486244,16.218811795076153,11800600,,,,,,,,,,,
2000-02-28,16.428354263305664,16.833475244288543,15.61811230133991,15.869566703329282,11875200,,,,,,,,,,,
2000-02-29,16.833480834960938,16.903329303155797,16.302632476680014,16.42835971943076,10469200,,,,,,,,,,,
2000-03-01,17.001115798950195,17.043024876515396,16.358509942950434,16.847449181211122,9884600,,,,,,,,,,,
2000-03-02,17.210660934448242,17.364327549934387,16.88935801115903,16.987145857377485,9802200,,,,,,,,,,,
2000-03-03,16.917285919189453,17.09889179610891,16.59598321387041,17.09889179610891,10207800,,,,,,,,,,,
2000-03-06,16.30262565612793,16.763625353344914,16.09308033921112,16.54011034863365,10497400,,,,,,,,,,,
2000-03-07,17.881196975708008,18.10471193790436,16.093077278137205,16.12101664841175,22811600,,,,,,,,,,,
2000-03-08,17.797386169433594,18.32823442252502,17.322416679825476,17.322416679825476,19981400,,,,,,,,,,,
2000-03-09,17.97898292541504,18.0069222928205,17.30843810768394,17.434165261008523,10906200,,,,,,,,,,,
2000-03-10,17.21763801574707,17.923107159597155,17.05698662655349,17.881198101546655,9430000,,,,,,,,,,,
2000-03-13,16.95920753479004,17.42020741011794,16.62393489818793,17.098904466707584,9467400,,,,,,,,,,,
2000-03-14,17.26654624938965,17.434182620742945,16.679818949653107,16.791576530555304,9047600,,,,,,,,,,,
2000-03-15,17.378280639648438,17.434159355531552,16.69376637008029,17.25255352891143,11879800,,,,,,,,,,,
2000-03-16,17.825319290161133,17.867228348053363,16.959198760388414,17.434168083167002,11600800,,,,,,,,,,,
2000-03-17,17.238595962524414,17.811353202770363,17.21065658495144,17.727535070051445,14929200,,,,,,,,,,,
2000-03-20,16.735685348510742,17.28050315200984,16.609958163087875,17.029048781164104,10685600,,,,,,,,,,,
2000-03-21,17.210660934448242,17.378297242251307,16.903327703475952,16.931267088109795,10880600,,,,,,,,,,,
2000-03-22,16.749643325805664,17.210642683396646,16.63788590578361,17.210642683396646,14253200,,,,,,,,,,,
2000-03-23,16.875377655029297,17.00110480643266,16.609953668733308,16.67980208617962,10115600,,,,,,,,,,,
2000-03-24,17.26654624938965,17.33639473745352,16.903334111457504,16.931273506683052,8804400,,,,,,,,,,,
2000-03-27,17.102394104003906,17.47608333600889,16.931265390281997,17.266537972267777,9663000,,,,,,,,,,,
2000-03-28,17.657686233520508,17.657686233520508,16.903323055822636,16.903323055822636,8269600,,,,,,,,,,,
2000-03-29,17.992952346801758,18.31425506728036,17.378286272842693,17.47607405733618,20753600,,,,,,,,,,,
2000-03-30,17.57386016845703,18.286313959070153,17.36431493592376,18.202495866056847,13274200,,,,,,,,,,,
2000-03-31,17.434181213378906,17.867241804416363,17.392272123923668,17.629756964170014,12599600,,,,,,,,,,,
2000-04-03,17.992952346801758,18.04883108079804,17.364316589343623,17.378286272842693,9955600,,,,,,,,,,,
2000-04-04,18.439983367919922,18.523801474137738,17.86722630876483,17.86722630876483,16389200,,,,,,,,,,,
2000-04-05,17.825319290161133,18.579682332221243,17.76944054630483,18.328227984867873,13026800,,,,,,,,,,,
2000-04-06,18.27234649658203,18.328225232045586,17.895165032203042,18.006922503130152,8265200,,,,,,,,,,,
2000-04-07,17.783416748046875,18.18853778943993,17.671659219386722,18.104719642944815,7825600,,,,,,,,,,,
2000-04-10,17.49005889892578,17.797392202261538,17.46211950771344,17.65769524619983,9092400,,,,,,,,,,,
2000-04-11,17.74151039123535,18.09075272177148,17.587843765799455,17.643722538685235,10666400,,,,,,,,,,,
2000-04-12,17.867231369018555,18.216473577169815,17.811352615714352,17.881201057344605,8594400,,,,,,,,,,,
2000-04-13,17.881196975708008,18.10471193790436,17.615772958099843,17.867227290570735,8909400,,,,,,,,,,,
2000-04-14,17.601808547973633,18.272353635515486,17.43417227608817,17.839293266478037,11848200,,,,,,,,,,,
2000-04-17,16.875377655029297,17.741498031363584,16.791559554093723,17.57386182949243,16206400,,,,,,,,,,,
2000-04-18,17.02904510498047,17.168741947515173,16.76362110416453,16.98713605222006,12060000,,,,,,,,,,,
2000-04-19,17.308441162109375,17.531956140796822,16.987138380246165,17.043017124918027,12100000,,,,,,,,,,,
2000-04-20,17.657686233520508,17.657686233520508,17.224625890768028,17.308444021623345,8058000,,,,,,,,,,,
2000-04-24,17.85326385498047,18.104718275473154,17.252567183803507,17.573870054433044,8909200,,,,,,,,,,,
2000-04-25,18.10471534729004,18.216472849433806,17.909139718538448,17.93707909407439,11704600,,,,,,,,,,,
2000-04-26,17.909147262573242,18.104722973708988,17.72754124509005,18.104722973708988,8418000,,,,,,,,,,,
2000-04-27,18.034868240356445,18.090746995555072,17.573868509967784,17.797383530762286,9662200,,,,,,,,,,,
2000-04-28,17.364315032958984,17.97898105182479,17.364315032958984,17.97898105182479,9728400,,,,,,,,,,,
2000-05-01,17.434181213378906,17.671666053625252,17.36433273095351,17.504029695804302,8859400,,,,,,,,,,,
2000-05-02,17.49005889892578,17.783422506655366,17.434180116501096,17.47608920331961,8087200,,,,,,,,,,,
2000-05-03,17.322412490844727,17.531957803233976,17.21065499090379,17.51798811574136,7065200,,,,,,,,,,,
2000-05-04,17.769437789916992,17.811346841308307,17.39225632739517,17.434165378786485,10089400,,,,,,,,,,,
2000-05-05,17.881196975708008,17.881196975708008,17.587833587825298,17.60180327296257,7078400,,,,,,,,,,,
2000-05-08,17.97898292541504,18.048831343928693,17.741498302468607,17.853255772090456,7376600,,,,,,,,,,,
2000-05-09,17.755468368530273,18.076771100612252,17.601801844491064,17.992952996590866,8383600,,,,,,,,,,,
2000-05-10,18.216472625732422,18.356169501696627,17.797381997839803,17.811351685436225,11366400,,,,,,,,,,,
2000-05-11,18.638391494750977,18.73671006329902,18.315344769521683,18.385572318484574,10974400,,,,,,,,,,,
2000-05-12,18.434738159179688,18.582216064453124,18.357487827845983,18.52603400530134,7968600,,,,,,,,,,,
2000-05-15,18.79289436340332,18.849076409332778,18.371529018932392,18.413665553379484,8905800,,,,,,,,,,,
2000-05-16,18.708621978759766,18.806940562732226,18.483893786822712,18.708621978759766,8719000,,,,,,,,,,,
2000-05-17,18.28726577758789,18.54008512013519,18.090628511162215,18.427720967891947,11096200,,,,,,,,,,,
2000-05-18,18.304821014404297,18.51199240129282,18.18894549292428,18.315355152720663,7159000,,,,,,,,,,,
2000-05-19,18.371532440185547,18.455805524773552,17.964212531343513,18.020394587735517,8433000,,,,,,,,,,,
2000-05-22,18.72266960144043,18.863124737235182,18.48389587058935,18.5119868977483,9678000,,,,,,,,,,,
2000-05-23,18.65243911743164,18.778848719884113,18.34343786699226,18.750757697116896,8577400,,,,,,,,,,,
2000-05-24,18.638391494750977,18.750755573091602,18.441754357654887,18.610300475165822,9207800,,,,,,,,,,,
2000-05-25,18.301311492919922,18.554130838178985,18.132765262747213,18.511994280635808,8616200,,,,,,,,,,,
2000-05-26,18.511993408203125,18.680539630432595,18.329401667454537,18.35749270449278,5940200,,,,,,,,,,,
2000-05-30,18.764814376831055,18.79290541631733,18.385585343766355,18.427721902995767,10202600,,,,,,,,,,,
2000-05-31,18.72266960144043,18.849079223655707,18.497941384168826,18.652442033543053,9847400,,,,,,,,,,,
2000-06-01,18.638391494750977,18.778846592676757,18.174889671595903,18.778846592676757,11889800,,,,,,,,,,,
2000-06-02,17.79566764831543,18.413670313292446,17.669258012297405,18.21703310170885,18607400,,,,,,,,,,,
2000-06-05,17.823760986328125,17.92207960485003,17.75353340166962,17.75353340166962,8654600,,,,,,,,,,,
2000-06-06,18.497943878173828,18.54008042459336,17.69734949620275,17.75353155809546,12141000,,,,,,,,,,,
2000-06-07,18.231077194213867,18.52603298857326,18.174895138145413,18.427714390453463,9557800,,,,,,,,,,,
2000-06-08,17.992305755615234,18.118715397926348,17.96421472399054,18.00635127142758,10672600,,,,,,,,,,,
2000-06-09,17.79566764831543,18.104668980803936,17.781622133202315,17.97825934478591,9388000,,,,,,,,,,,
2000-06-12,18.14681053161621,18.357493316425998,17.950173265793744,17.950173265793744,11281200,,,,,,,,,,,
2000-06-13,18.2451171875,18.42770881447267,18.202980658198612,18.25916269726713,7572800,,,,,,,,,,,
2000-06-14,18.568164825439453,18.820984013682956,18.37152767902784,18.41366421040176,11066400,,,,,,,,,,,
2000-06-15,18.52604103088379,18.764814872828463,18.37154030962547,18.540086550998183,11316600,,,,,,,,,,,
2000-06-16,18.96143913269043,18.96143913269043,18.56816483956796,18.56816483956796,19652200,,,,,,,,,,,
2000-06-19,18.89121437072754,18.933350908357415,18.54007655714524,18.863123345640954,9028800,,,,,,,,,,,
2000-06-20,18.708621978759766,18.736713002751898,18.371529690854185,18.540075834806974,8802400,,,,,,,,,,,
2000-06-21,18.866636276245117,18.975489007412733,18.385577432052752,18.427713973149892,9380800,,,,,,,,,,,
2000-06-22,18.582218170166016,19.045720210691698,18.427717489990787,18.9614471124143,9388800,,,,,,,,,,,
2000-06-23,18.68053436279297,18.820989508377878,18.582215760883532,18.73671642102693,5766200,,,,,,,,,,,
2000-06-26,18.733203887939453,18.919306944370717,18.59626012943343,18.708624238976835,6336400,,,,,,,,,,,
2000-06-27,18.441762924194336,18.79290083211883,18.413671891560377,18.75076428316789,8157400,,,,,,,,,,,
2000-06-28,18.4558048248291,18.568168933351654,18.32939520274123,18.44175931126378,7350000,,,,,,,,,,,
2000-06-29,18.248638153076172,18.427718496698816,18.20299022234883,18.3293998766707,9433000,,,,,,,,,,,
2000-06-30,17.64117431640625,18.188949633555808,17.458582544023066,18.132767549745598,19917400,,,,,,,,,,,
2000-07-03,17.876432418823242,17.922080350751095,17.697352070490894,17.711397588007156,8588800,,,,,,,,,,,
2000-07-05,17.290027618408203,17.739484063403378,17.205754534971607,17.739484063403378,13742200,,,,,,,,,,,
2000-07-06,17.570941925048828,17.83780675044925,17.43048675378545,17.47262330516446,10957400,,,,,,,,,,,
2000-07-07,17.64468002319336,17.837805874193485,17.528804512593286,17.66925967695701,9278200,,,,,,,,,,,
2000-07-10,17.556894302368164,17.79566806488037,17.528803271484374,17.64116739501953,6433000,,,,,,,,,,,
2000-07-11,18.10466194152832,18.146798470484555,17.556887065097285,17.556887065097285,8869800,,,,,,,,,,,
2000-07-12,17.665746688842773,18.090623522345055,17.665746688842773,18.048486976873754,7552400,,,,,,,,,,,
2000-07-13,17.52880859375,17.669263790815304,17.388353396684696,17.641172751402245,7903800,,,,,,,,,,,
2000-07-14,17.430484771728516,17.50071234937448,17.17766549220304,17.402393740670128,9968400,,,,,,,,,,,
2000-07-17,17.697351455688477,17.964216279226637,17.47262318323529,17.964216279226637,10937800,,,,,,,,,,,
2000-07-18,17.570941925048828,17.739488130564883,17.41644123665911,17.542850890796153,12308800,,,,,,,,,,,
2000-07-19,17.68330192565918,17.82375706406791,17.556892301091324,17.669256411818306,8619600,,,,,,,,,,,
2000-07-20,17.556894302368164,17.865895642089843,17.528803271484374,17.655212910461426,7792600,,,,,,,,,,,
2000-07-21,17.332170486450195,17.697353981302467,17.275988410319076,17.68330846226969,8356400,,,,,,,,,,,
2000-07-24,17.360260009765625,17.37430552757288,17.05125861800604,17.30407793853661,8316000,,,,,,,,,,,
2000-07-25,16.938886642456055,17.416434027069243,16.882704597207447,17.304069936572024,11011400,,,,,,,,,,,
2000-07-26,17.121477127075195,17.275977741019272,17.02315855456533,17.1495681477923,17256400,,,,,,,,,,,
2000-07-27,18.09061622619629,18.202980302135398,17.304067694622535,17.304067694622535,16787800,,,,,,,,,,,
2000-07-28,17.978256225585938,18.188938915729523,17.893983149528506,17.992301738262178,7987200,,,,,,,,,,,
2000-07-31,18.020389556884766,18.231072209537356,17.795661394055337,17.992298536531088,11640600,,,,,,,,,,,
2000-08-01,17.978256225585938,18.329394042491913,17.922074174880983,18.188938915729523,12354600,,,,,,,,,,,
2000-08-02,18.624357223510742,18.680539296583174,18.259173748539943,18.301310303344266,16508800,,,,,,,,,,,
2000-08-03,18.301311492919922,18.77885914507593,18.20299285865251,18.596267395722162,9905800,,,,,,,,,,,
2000-08-04,18.361003875732422,18.45581112466047,17.96421798207058,18.259173867624515,8025400,,,,,,,,,,,
2000-08-07,18.17841339111328,18.30131168523902,18.13276545329515,18.174902011281116,7346600,,,,,,,,,,,
2000-08-08,18.1573486328125,18.245133145637933,18.06254135896103,18.174905535377587,6273800,,,,,,,,,,,
2000-08-09,18.2170467376709,18.48391172457587,18.2170467376709,18.343456468310094,9477200,,,,,,,,,,,
2000-08-10,18.302335739135742,18.542412673985517,18.302335739135742,18.302335739135742,7043400,,,,,,,,,,,
2000-08-11,18.387067794799805,18.62714471685172,18.330579107258178,18.62714471685172,6114400,,,,,,,,,,,
2000-08-14,18.655385971069336,18.754241157895592,18.429431258323607,18.570652953789686,6543400,,,,,,,,,,,
2000-08-15,18.372936248779297,18.838967683221814,18.35881408409922,18.754234695141356,7165800,,,,,,,,,,,
2000-08-16,18.701278686523438,18.701278686523438,18.443549152048035,18.45767131832066,7294600,,,,,,,,,,,
2000-08-17,18.937824249267578,18.98019074646952,18.697747431789914,18.697747431789914,8351400,,,,,,,,,,,
2000-08-18,18.73658561706543,18.909582167891926,18.584772317360546,18.796604828576662,8297800,,,,,,,,,,,
2000-08-21,18.867223739624023,18.923712433455233,18.697757658130392,18.754246351961605,5152000,,,,,,,,,,,
2000-08-22,18.78248405456543,18.98019441303454,18.75423971764127,18.937827907648302,6467200,,,,,,,,,,,
2000-08-23,19.09317398071289,19.149662661129202,18.92370793946396,18.92370793946396,9290600,,,,,,,,,,,
2000-08-24,18.7401123046875,18.838967456257063,18.641257153117934,18.838967456257063,11205000,,,,,,,,,,,
2000-08-25,18.7401123046875,18.909578278806755,18.627134988607995,18.75423446919744,6401800,,,,,,,,,,,
2000-08-28,18.711870193481445,18.9378248524216,18.655381528746407,18.683625861113924,5888000,,,,,,,,,,,
2000-08-29,18.64478302001953,18.754229767533374,18.584763835899036,18.71186328462479,6416800,,,,,,,,,,,
2000-08-30,18.383541107177734,18.613026448442675,18.34470512634828,18.5989042735956,7704000,,,,,,,,,,,
2000-08-31,18.447086334228516,18.5847775049529,18.38706710596404,18.47180013410212,7730800,,,,,,,,,,,
2000-09-01,18.641267776489258,18.726000811836936,18.4718017057939,18.528290396025685,8084800,,,,,,,,,,,
2000-09-05,18.838973999023438,18.86721833785256,18.655385796634153,18.782485321365197,11928200,,,,,,,,,,,
2000-09-06,18.754240036010742,18.994316903941602,18.754240036010742,18.88133955432708,11893200,,,,,,,,,,,
2000-09-07,18.923707962036133,19.02256315288259,18.867219281552444,18.867219281552444,7297400,,,,,,,,,,,
2000-09-08,18.867223739624023,18.867223739624023,18.584780270467974,18.768368525419405,9289800,,,,,,,,,,,
2000-09-11,19.20261573791504,19.319123610566482,18.85309211996071,18.867214286342705,14298600,,,,,,,,,,,
2000-09-12,19.375619888305664,19.530963779538435,19.149665137421636,19.375619888305664,15139400,,,,,,,,,,,
2000-09-13,19.38974380493164,19.38974380493164,19.26264424612291,19.38974380493164,10436800,,,,,,,,,,,
2000-09-14,19.266172409057617,19.361497066386654,19.163786666000505,19.33325272347435,8708800,,,,,,,,,,,
2000-09-15,19.884016036987305,20.307681151411753,19.573328286409378,19.629816968332637,24841200,,,,,,,,,,,
2000-09-18,20.254722595214844,20.50539111608991,20.109970350765863,20.138214691146153,17314600,,,,,,,,,,,
2000-09-19,19.884016036987305,20.166459446603604,19.855771696025677,20.12409293516116,12280600,,,,,,,,,,,
2000-09-20,19.545080184936523,20.208822069829598,19.53095801717284,19.92637871455595,17358800,,,,,,,,,,,
2000-09-21,19.502717971801758,19.62981750963392,19.333251921358876,19.488595800931517,15926600,,,,,,,,,,,
2000-09-22,19.545080184936523,19.601568855991253,19.17790382308078,19.502713681645474,18019600,,,,,,,,,,,
2000-09-25,19.400331497192383,19.446228550779917,19.05080778141039,19.40386203977604,16944000,,,,,,,,,,,
2000-09-26,19.573328018188477,19.84164925364705,19.432106315315544,19.432106315315544,11535000,,,,,,,,,,,
2000-09-27,20.16645622253418,20.22294489542643,19.587447325388588,19.601569493611652,11929400,,,,,,,,,,,
2000-09-28,20.141752243041992,20.30768780052192,20.01112212332375,20.180588224579846,17244400,,,,,,,,,,,
2000-09-29,20.13469123840332,20.321810059310803,20.10997743186837,20.25119918349666,12960400,,,,,,,,,,,
2000-10-02,20.660730361938477,20.717219030050405,20.19469885001505,20.19469885001505,12705000,,,,,,,,,,,
2000-10-03,20.51952362060547,20.70311192553862,20.448912734092715,20.54776797521057,10045000,,,,,,,,,,,
2000-10-04,20.16645622253418,20.406533082326252,20.053478876749672,20.378288745880127,13748600,,,,,,,,,,,
2000-10-05,20.152334213256836,20.279433728266863,19.86989084656788,20.025234698246805,11162600,,,,,,,,,,,
2000-10-06,20.208820343017578,20.632485339726543,20.124087343675786,20.321797675473302,10405600,,,,,,,,,,,
2000-10-09,20.59012794494629,20.688983154558514,20.166462760893896,20.208829279299138,10663800,,,,,,,,,,,
2000-10-10,21.084400177001953,21.197377538968475,20.674857239873315,20.71722375061076,14807800,,,,,,,,,,,
2000-10-11,21.183244705200195,21.564543109893798,21.098511726379396,21.225611194610597,20725800,,,,,,,,,,,
2000-10-12,21.267988204956055,21.43745424642981,20.999666972622613,21.013789142745427,19561000,,,,,,,,,,,
2000-10-13,20.448902130126953,21.112644119157316,20.237069580436412,21.05615543923984,17011200,,,,,,,,,,,
2000-10-16,19.841642379760742,20.448895491739183,19.756909387391655,20.448895491739183,13969400,,,,,,,,,,,
2000-10-17,19.841642379760742,20.279429507001012,19.72866505660196,20.081719191473148,12933000,,,,,,,,,,,
2000-10-18,19.559206008911133,20.265314529088432,19.53096166810404,20.109970654649427,12507200,,,,,,,,,,,
2000-10-19,19.545080184936523,19.92637871455595,19.389736339536014,19.51683584940916,12546200,,,,,,,,,,,
2000-10-20,19.982866287231445,19.982866287231445,19.502712609658392,19.502712609658392,10662800,,,,,,,,,,,
2000-10-23,20.124086380004883,20.152330711766293,19.68629923770302,19.968742555317128,11157400,,,,,,,,,,,
2000-10-24,19.6015682220459,20.392409591235072,19.545079552818102,20.335920922007272,12749800,,,,,,,,,,,
2000-10-25,19.700429916381836,19.996995528026293,19.658063400432628,19.996995528026293,10830400,,,,,,,,,,,
2000-10-26,19.82752799987793,20.095849247739526,19.785161487057678,19.926383196458517,10378000,,,,,,,,,,,
2000-10-27,19.785160064697266,19.81340440454694,19.488594496275677,19.54508317597503,7943000,,,,,,,,,,,
2000-10-30,20.208820343017578,20.29355334235937,19.785155346308613,19.785155346308613,10710000,,,,,,,,,,,
2000-10-31,20.152334213256836,20.30767806493576,19.785157836561197,20.208822886594625,10070000,,,,,,,,,,,
2000-11-01,20.80196762084961,20.80196762084961,20.321813582079148,20.321813582079148,14385000,,,,,,,,,,,
2000-11-02,19.92637825012207,20.561875784675927,19.91225608268754,20.547753617241398,14968600,,,,,,,,,,,
2000-11-03,19.771038055419922,20.095847966330393,19.742793715340753,19.88401541573661,10272200,,,,,,,,,,,
2000-11-06,20.039369583129883,20.15234700149848,19.615704264247643,19.827536923688765,9351000,,,,,,,,,,,
2000-11-07,20.10996437072754,20.42065202252249,20.025231374783463,20.09584220473686,8632600,,,,,,,,,,,
2000-11-08,20.491270065307617,20.576003091077325,20.109971449343934,20.109971449343934,10074000,,,,,,,,,,,
2000-11-09,20.40669822692871,20.718900842361556,20.023540471624766,20.633754674516236,10646400,,,,,,,,,,,
2000-11-10,20.335725784301758,20.591164070496756,20.335725784301758,20.406680863800368,7998000,,,,,,,,,,,
2000-11-13,20.42089080810547,20.70471138917712,20.05192405271232,20.349935662837556,9167400,,,,,,,,,,,
2000-11-14,20.40669822692871,20.591181590593575,20.26478794718651,20.37831617098027,8370600,,,,,,,,,,,
2000-11-15,20.520221710205078,20.747278105338744,20.406693512638245,20.605367858380205,8934800,,,,,,,,,,,
2000-11-16,20.591175079345703,20.81823145513449,20.420882797504113,20.506028938424908,8971400,,,,,,,,,,,
2000-11-17,20.506025314331055,20.66212654509759,20.392497146500848,20.59117144020371,9948000,,,,,,,,,,,
2000-11-20,20.747272491455078,20.874991679158974,20.56278922032723,20.56278922032723,7809200,,,,,,,,,,,
2000-11-21,21.144622802734375,21.428443243039535,20.704701120261376,20.704701120261376,12768000,,,,,,,,,,,
2000-11-22,21.40005111694336,21.428433147602437,20.917556595739068,21.002702687716294,11543400,,,,,,,,,,,
2000-11-24,21.44263458251953,21.499398671420973,21.329106404716647,21.357488449167366,5131800,,,,,,,,,,,
2000-11-27,21.144622802734375,21.343297110947987,21.059476670642827,21.229768934825923,9067200,,,,,,,,,,,
2000-11-28,21.13043212890625,21.414252573888202,20.96013986191708,21.01690395091347,10078200,,,,,,,,,,,
2000-11-29,20.193817138671875,20.931750020759672,20.137053070818965,20.931750020759672,16306000,,,,,,,,,,,
2000-11-30,19.980960845947266,20.435073592446066,19.65456730940125,20.321545405821368,14645600,,,,,,,,,,,
2000-12-01,20.16543960571289,20.307349807019808,19.966765323883205,19.966765323883205,12051800,,,,,,,,,,,
2000-12-04,20.591175079345703,20.6621301967797,20.151253351254926,20.165444374741725,8971400,,,,,,,,,,,
2000-12-05,20.066099166870117,20.747268021191026,19.924188988886595,20.491829700820684,11625600,,,,,,,,,,,
2000-12-06,19.5836124420166,19.980961100260416,19.45589323043823,19.78228677113851,17449000,,,,,,,,,,,
2000-12-07,19.980960845947266,20.26478131250902,19.640376286073167,19.640376286073167,12825200,,,,,,,,,,,
2000-12-08,20.094480514526367,20.27896373958911,19.711323047088364,19.995143393338736,10086000,,,,,,,,,,,
2000-12-11,19.47008514404297,20.137063279443858,19.441703095728037,20.108681231128926,14654000,,,,,,,,,,,
2000-12-12,19.654563903808594,19.83904717510788,19.512653695116835,19.796474112500352,11527800,,,,,,,,,,,
2000-12-13,19.910009384155273,20.051919643486386,19.6971439951586,19.6971439951586,11973200,,,,,,,,,,,
2000-12-14,19.413320541381836,19.796478183645952,19.328174398656476,19.69714101713303,14218400,,,,,,,,,,,
2000-12-15,19.10111427307129,19.640373071270925,19.10111427307129,19.18626039910281,26030000,,,,,,,,,,,
2000-12-18,19.61198616027832,19.725514300135213,19.08691851344019,19.129491565886525,12784200,,,,,,,,,,,
2000-12-19,19.796464920043945,20.094476219915574,19.55521767729072,19.55521767729072,12678600,,,,,,,,,,,
2000-12-20,19.342365264892578,19.867433140755402,19.328174241220612,19.810669046067527,11915200,,,,,,,,,,,
2000-12-21,19.243022918701172,19.69713555395076,19.243022918701172,19.29978699810737,12695400,,,,,,,,,,,
2000-12-22,19.711334228515625,19.73971627924063,19.214648340828045,19.271412442278056,8543200,,,,,,,,,,,
2000-12-26,20.108680725097656,20.16544482029906,19.711332058687823,19.711332058687823,5580600,,,,,,,,,,,
2000-12-27,19.9241943359375,20.27896987610733,19.796475141476364,20.165441703252984,10437800,,,,,,,,,,,
2000-12-28,19.725521087646484,19.92419540075947,19.668756998185632,19.895813356029045,10854600,,,,,,,,,,,
2000-12-29,19.739704132080078,19.98095141478702,19.526838882632774,19.753895148709898,9564000,,,,,,,,,,,
