Date,Close_META,High_META,Low_META,Open_META,Volume_META,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2023-02-15,176.07455444335938,177.09824247899408,174.25576492894933,175.3390829215648,25308900,,,,,,,,,,,
2023-02-16,171.3834686279297,174.77257931786272,170.7374420558266,171.6915668424147,25827500,,,,,,,,,,,
2023-02-17,171.82077026367188,172.11892003346466,168.66024621618104,169.17706442598617,24171300,,,,,,,,,,,
2023-02-21,171.02566528320312,177.0783481294213,170.826893719025,173.24199779612061,34592600,,,,,,,,,,,
2023-02-22,170.07156372070312,171.70151503356692,168.6503324361141,170.0218821968618,22433200,,,,,,,,,,,
2023-02-23,170.9859161376953,172.62581580091364,168.34222529947886,170.94616788766254,20017800,,,,,,,,,,,
2023-02-24,169.34600830078125,169.67398818822323,166.6327394423214,167.60673066953564,19791300,,,,,,,,,,,
2023-02-27,168.50123596191406,172.05930342190592,168.02418112795363,170.82691050373316,19277000,,,,,,,,,,,
2023-02-28,173.86814880371094,176.462157996379,170.8169513484318,170.8467663258522,46051100,,,,,,,,,,,
2023-03-01,172.35748291015625,176.76034892870342,171.98975469103033,173.5203126964445,30998400,,,,,,,,,,,
2023-03-02,173.46066284179688,173.93771766126915,170.37965030933574,171.32384184255076,17352000,,,,,,,,,,,
2023-03-03,184.11497497558594,185.47657614545182,175.96521933226344,177.82375700678676,45877700,,,,,,,,,,,
2023-03-06,183.76712036132812,188.49796577179592,183.5087188285636,186.84813287377062,33209400,,,,,,,,,,,
2023-03-07,183.3795166015625,189.19368018791033,182.88258006137207,187.8420121919804,36701500,,,,,,,,,,,
2023-03-08,183.83670043945312,184.1249169530522,180.22893639214087,181.74956095507594,19432400,,,,,,,,,,,
2023-03-09,180.5768280029297,187.77246041928814,179.19534483194636,185.20828085382126,26582800,,,,,,,,,,,
2023-03-10,178.41014099121094,183.63792280067761,177.70449963708444,179.9009505264796,25665000,,,,,,,,,,,
2023-03-13,179.7916259765625,182.6539851704362,173.74889126884977,176.8696519923319,24728000,,,,,,,,,,,
2023-03-14,192.83128356933594,193.1294485640338,185.41698278388307,186.43073769973518,41642600,,,,,,,,,,,
2023-03-15,196.53839111328125,196.56820609087097,189.6707248561998,191.76779755003815,42123600,,,,,,,,,,,
2023-03-16,203.67440795898438,204.4993244552846,194.88857335776035,197.04527617398142,50447100,,,,,,,,,,,
2023-03-17,194.41151428222656,200.66296929867016,194.23260924141354,199.33118300773873,50141100,,,,,,,,,,,
2023-03-20,196.5980224609375,198.13852869694682,192.45357372832206,197.26391557398946,25186300,,,,,,,,,,,
2023-03-21,200.92137145996094,202.3028543380651,196.73715941265783,201.95499271824013,31827000,,,,,,,,,,,
2023-03-22,198.5857696533203,206.09944740765945,198.44662803436213,201.2592905567942,28477800,,,,,,,,,,,
2023-03-23,203.02838134765625,206.6063303216433,200.911426940939,201.59720175806143,27389700,,,,,,,,,,,
2023-03-24,204.74777221679688,206.30816011335196,202.3028531180641,203.92285580314848,27716400,,,,,,,,,,,
2023-03-27,201.59722900390625,204.59873020633137,200.12630096704865,203.55516035077187,18527200,,,,,,,,,,,
2023-03-28,199.450439453125,199.79830109207896,196.6874735449803,198.92368794177148,19127300,,,,,,,,,,,
2023-03-29,204.0918426513672,204.45957083736363,201.2990465630899,202.31280134902292,18851100,,,,,,,,,,,
2023-03-30,206.5665740966797,206.81504236281754,201.57734223164755,202.13390872134838,22608300,,,,,,,,,,,
2023-03-31,210.6414794921875,210.870066072199,205.50315708615838,205.970278683552,25440300,,,,,,,,,,,
2023-04-03,211.7645263671875,212.18195120533684,206.92435456814735,207.56043267846516,17924600,,,,,,,,,,,
2023-04-04,213.4044189453125,214.91511020236734,211.23776784654058,212.0825659910519,21026400,,,,,,,,,,,
2023-04-05,210.18426513671875,213.87154076826883,208.65370733597848,212.83790431959054,19396600,,,,,,,,,,,
2023-04-06,214.77597045898438,215.61082017465736,207.37160416327058,207.9679340546365,26104400,,,,,,,,,,,
2023-04-10,213.43423461914062,214.33866272215778,209.36929753894145,213.39448637040647,16106100,,,,,,,,,,,
2023-04-11,212.5397491455078,214.6964517562648,212.10244259488454,214.1597518385731,16710100,,,,,,,,,,,
2023-04-12,212.6888427734375,215.5114387294504,211.27754479543106,213.5236925353061,18972200,,,,,,,,,,,
2023-04-13,218.99993896484375,219.79502529559008,214.368486778278,214.40823502869546,23310400,,,,,,,,,,,
2023-04-14,220.13294982910156,220.74914627427404,216.21708754073575,216.54506747083383,21591200,,,,,,,,,,,
2023-04-17,217.51905822753906,219.62606425902763,215.79966208232054,218.4433528927602,15481900,,,,,,,,,,,
2023-04-18,216.5550079345703,219.089387358378,214.88530841530402,218.56263583156422,12281000,,,,,,,,,,,
2023-04-19,214.37841796875,215.99843592425572,211.62538532109843,212.1620852709725,15898100,,,,,,,,,,,
2023-04-20,211.7645263671875,215.4219717101903,211.46636143556702,212.17200276959386,16475400,,,,,,,,,,,
2023-04-21,211.5856475830078,212.10246585089274,208.29592998734284,208.9220749048707,17717200,,,,,,,,,,,
2023-04-24,211.48623657226562,212.60931795538758,209.41899400368396,212.3707829673363,15750900,,,,,,,,,,,
2023-04-25,206.2783660888672,209.9656268178701,205.86094120437443,209.52833539028245,19198200,,,,,,,,,,,
2023-04-26,208.11700439453125,212.79815299309683,207.60020134296596,211.19801682372628,41992700,,,,,,,,,,,
2023-04-27,237.0983428955078,240.20917027044277,235.31931687991633,238.42019581895784,71196500,,,,,,,,,,,
2023-04-28,238.8475799560547,238.95689143346272,234.3055728134763,237.545593514613,39554000,,,,,,,,,,,
2023-05-01,241.69003295898438,242.50501611214727,235.0112202378066,237.1579744285822,29143900,,,,,,,,,,,
2023-05-02,237.77420043945312,243.41939223838253,237.5257321701629,241.6900476246149,24350100,,,,,,,,,,,
2023-05-03,235.57772827148438,240.26881028953395,231.3239528227054,238.00278094449465,34463900,,,,,,,,,,,
2023-05-04,232.08924865722656,236.74056744778332,231.5028520074018,234.6136796378168,17889400,,,,,,,,,,,
2023-05-05,231.35377502441406,233.24212781580562,228.44173417085872,230.81709023237954,27000500,,,,,,,,,,,
2023-05-08,231.8407745361328,234.17636714390704,228.85915533576608,230.00210329645353,16400500,,,,,,,,,,,
2023-05-09,231.94015502929688,234.43478615731217,229.66419235665347,230.0418689786509,16865600,,,,,,,,,,,
2023-05-10,231.65191650390625,235.29942852863257,229.30637565937425,234.72298037913848,19119000,,,,,,,,,,,
2023-05-11,234.34532165527344,236.75050780091402,230.8767143889087,231.62211918235204,20449000,,,,,,,,,,,
2023-05-12,232.37747192382812,235.50818135320534,230.03193075237007,235.2895280534279,16161400,,,,,,,,,,,
2023-05-15,237.39649963378906,238.78791573395154,233.88812924203117,235.4683836340653,20653200,,,,,,,,,,,
2023-05-16,237.3567657470703,238.17173375066986,234.07698169506946,234.3453164957857,18163800,,,,,,,,,,,
2023-05-17,241.00428771972656,242.34600727348626,236.68093377191283,236.98903199910285,21193100,,,,,,,,,,,
2023-05-18,245.3375701904297,245.57609001832188,239.71224504804934,239.82157169093304,22943300,,,,,,,,,,,
2023-05-19,244.13497924804688,247.1662951314435,241.91864655785506,245.95376877808485,21733600,,,,,,,,,,,
2023-05-22,246.79855346679688,252.0163867765751,243.6181476981217,243.90637936399096,27738500,,,,,,,,,,,
2023-05-23,245.22824096679688,250.06839785063008,245.13878086697943,245.29780419410025,17748100,,,,,,,,,,,
2023-05-24,247.68309020996094,248.06075162720052,243.44918164028593,243.77716154112682,17724300,,,,,,,,,,,
2023-05-25,251.14178466796875,254.05382543946865,247.6433472684531,251.8474260443769,22371400,,,,,,,,,,,
2023-05-26,260.4344787597656,260.7028135397748,251.16164222922555,251.3802803282078,25727200,,,,,,,,,,,
2023-05-30,260.91156005859375,267.0040071257697,259.6891155348495,263.6248445901685,23816500,,,,,,,,,,,
2023-05-31,263.09808349609375,263.3763667458465,256.8665101905946,258.40700133554753,25473700,,,,,,,,,,,
2023-06-01,270.93975830078125,272.321256606489,264.2609595189061,264.270877626089,25609500,,,,,,,,,,,
2023-06-02,270.93975830078125,273.66299149165616,269.4588969396265,270.9894701591077,19416900,,,,,,,,,,,
2023-06-05,269.72723388671875,273.88161614564507,267.9084291372205,268.6438855219357,20742900,,,,,,,,,,,
2023-06-06,269.4588623046875,274.8754826768535,268.03763109172036,268.4848861061557,19419000,,,,,,,,,,,
2023-06-07,261.9849548339844,272.5696972670213,261.1898381568145,270.0055180183233,26163600,,,,,,,,,,,
2023-06-08,262.9588928222656,266.01009007037004,257.2938351828572,259.0231644170162,20899400,,,,,,,,,,,
2023-06-09,263.3266906738281,266.3083099817155,260.09660309028345,260.8718228971102,16949800,,,,,,,,,,,
2023-06-12,269.3892517089844,270.08497490814324,263.7042972060657,265.5330501300384,15442500,,,,,,,,,,,
2023-06-13,269.6576843261719,274.03072034690825,267.44133616767954,273.1958704972715,16164000,,,,,,,,,,,
2023-06-14,271.67523193359375,273.3051681295707,266.6760511965219,270.22418562547983,19175100,,,,,,,,,,,
2023-06-15,280.10321044921875,282.24997973980226,269.757019350332,270.63160210078024,25973500,,,,,,,,,,,
2023-06-16,279.2783203125,286.086356606878,278.4136556327555,283.00534416008674,43127700,,,,,,,,,,,
2023-06-20,282.587890625,283.0550121381082,274.527595328235,277.0222262100039,20701600,,,,,,,,,,,
2023-06-21,279.9144287109375,282.2599546202207,276.6544958923145,281.7928330595618,20556200,,,,,,,,,,,
2023-06-22,283.134521484375,283.5121980457788,276.0879661416074,277.3700403666748,17563100,,,,,,,,,,,
2023-06-23,286.9609375,287.895180466004,277.24086161017925,279.7851738446513,51092000,,,,,,,,,,,
2023-06-26,276.76385498046875,288.01450622377763,275.89919020009205,286.9311881390044,24232700,,,,,,,,,,,
2023-06-27,285.291259765625,287.57718608230954,278.9304780242329,280.2821612052411,26108300,,,,,,,,,,,
2023-06-28,283.5420227050781,287.77590085185756,282.3195480562401,283.0749012048485,16722100,,,,,,,,,,,
2023-06-29,279.80511474609375,284.8142440585927,278.97026491577765,282.7569192996339,15395700,,,,,,,,,,,
2023-06-30,285.2217102050781,287.2790044495299,282.6773975218588,283.0153107326895,19694900,,,,,,,,,,,
2023-07-03,284.267578125,287.6268741147703,283.1047635627567,284.9434348961009,8629300,,,,,,,,,,,
2023-07-05,292.56634521484375,296.29336839232116,284.6054140019625,285.88751846758055,33865500,,,,,,,,,,,
2023-07-06,290.20098876953125,296.29343555760886,289.5251623594911,294.077118017242,47600500,,,,,,,,,,,
2023-07-07,288.74993896484375,294.38521256160533,286.89140119517737,290.38982344804356,25586000,,,,,,,,,,,
2023-07-10,292.298095703125,296.30340323263175,285.2912718878283,293.7391935536377,37058300,,,,,,,,,,,
2023-07-11,296.4623718261719,298.3407759365932,290.11150909389073,292.09925500111933,27585900,,,,,,,,,,,
2023-07-12,307.4447021484375,307.5540439617173,298.26132437934064,299.9012089337365,36677100,,,,,,,,,,,
2023-07-13,311.4897155761719,314.30236259502635,308.38883691787754,311.6984203968585,30281000,,,,,,,,,,,
2023-07-14,306.9775695800781,312.95075642298957,305.4768115419985,309.8796922833436,23054100,,,,,,,,,,,
2023-07-17,308.71685791015625,309.8001759510319,302.8430642410926,305.65574210324695,25323100,,,,,,,,,,,
2023-07-18,310.1380310058594,312.2748820376699,305.7351812715767,308.97521668039593,20731900,,,,,,,,,,,
2023-07-19,314.0738525390625,316.7274767689664,308.6174685170369,311.1120997395896,21763700,,,,,,,,,,,
2023-07-20,300.6664733886719,313.6067203081429,300.36832359676674,311.57921073138994,23836900,,,,,,,,,,,
2023-07-21,292.45709228515625,303.58845220441054,289.4158431901848,302.7039209651899,42139300,,,,,,,,,,,
2023-07-24,289.82330322265625,295.6970965406235,286.53358588004187,293.9677671533127,24915700,,,,,,,,,,,
2023-07-25,292.6658020019531,296.47232248683173,290.0717775362577,293.3813918203589,19585600,,,,,,,,,,,
2023-07-26,296.74072265625,299.9210986341491,290.11157519964195,299.3446655351669,47256900,,,,,,,,,,,
2023-07-27,309.8001403808594,323.35658248641147,307.94160274749095,323.12798078031614,64229200,,,,,,,,,,,
2023-07-28,323.48583984375,324.2014297162644,312.32463358608067,314.93852479166225,39220300,,,,,,,,,,,
2023-07-31,316.6479797363281,323.6647214847441,315.6441581868232,321.7067902397238,25799600,,,,,,,,,,,
2023-08-01,320.7327880859375,322.15404970775984,312.7321215517065,315.59448100825944,22817900,,,,,,,,,,,
2023-08-02,312.3842468261719,316.4392659968909,308.7466676964914,316.0516409351694,20461100,,,,,,,,,,,
2023-08-03,311.2711181640625,314.01421762187664,308.03108215696903,308.03108215696903,15180200,,,,,,,,,,,
2023-08-04,308.826171875,316.4591093262651,308.29942039197095,313.0302353033232,17612800,,,,,,,,,,,
2023-08-07,314.6204833984375,315.1273684130836,308.55785108916643,311.3108991390347,16236500,,,,,,,,,,,
2023-08-08,310.7245178222656,315.94235188743255,308.2099896220552,312.4737139507315,15183500,,,,,,,,,,,
2023-08-09,303.3399658203125,311.70838971495243,300.99444013006075,310.96298497482377,19955800,,,,,,,,,,,
2023-08-10,303.86676025390625,310.4263289606165,302.0082223586352,306.05329326634325,14358900,,,,,,,,,,,
2023-08-11,299.7918701171875,302.85298565091904,298.5196835435255,300.7161647396788,14046300,,,,,,,,,,,
2023-08-14,304.3139953613281,304.3338619035578,296.4226408204972,299.13592519949583,15641900,,,,,,,,,,,
2023-08-15,300.1000061035156,305.3476550580953,298.19175633339523,304.2643369775201,11623600,,,,,,,,,,,
2023-08-16,292.4869079589844,299.2352841208073,292.4769595227071,298.36070131576014,18547700,,,,,,,,,,,
2023-08-17,283.34326171875,294.2361017593766,283.2041352648721,291.2544826353271,23950100,,,,,,,,,,,
2023-08-18,281.5145568847656,283.93960968649634,272.6989072996462,277.3204111700281,35347900,,,,,,,,,,,
2023-08-21,288.123779296875,288.720109168506,280.1231137051673,281.7133165859842,20181500,,,,,,,,,,,
2023-08-22,285.8379211425781,291.1054366525672,284.9931229074211,290.75757498743184,12980200,,,,,,,,,,,
2023-08-23,292.4372253417969,295.577868128935,285.907501811139,286.7324031784581,18287000,,,,,,,,,,,
2023-08-24,284.99310302734375,297.6252212635556,284.88379154825276,296.67111160823754,18360900,,,,,,,,,,,
2023-08-25,283.7507629394531,286.62307068516355,274.3387837050851,284.3769078296585,23701400,,,,,,,,,,,
2023-08-28,288.4816589355469,289.6643705282028,284.04896240735553,286.23549568720796,14239300,,,,,,,,,,,
2023-08-29,296.1642150878906,297.31711144463566,286.41432307081345,286.81186621747776,20844500,,,,,,,,,,,
2023-08-30,293.29193115234375,296.4623884789103,291.63214988111343,295.34925556123125,17717000,,,,,,,,,,,
2023-08-31,294.0771179199219,299.25518813400873,293.84851619427843,293.98764265248815,17229900,,,,,,,,,,,
2023-09-01,294.5641174316406,299.8912627468376,292.6658161503416,297.5357883271389,12842300,,,,,,,,,,,
2023-09-05,298.31097412109375,299.54339726274833,293.699419184796,295.2001467861527,14956000,,,,,,,,,,,
2023-09-06,297.3370361328125,301.44170666109693,293.848531758492,299.8614520321195,15418100,,,,,,,,,,,
2023-09-07,296.8400573730469,305.1686874983564,290.4295644962477,296.17414912853707,33748700,,,,,,,,,,,
2023-09-08,296.0648498535156,303.37974075580405,294.961635024311,297.38668763075606,17548000,,,,,,,,,,,
2023-09-11,305.67559814453125,307.1465412031133,299.43407649527063,299.56328484691215,19489300,,,,,,,,,,,
2023-09-12,299.811767578125,306.7688793846926,298.3905363026989,304.45313804108457,13480400,,,,,,,,,,,
2023-09-13,303.19091796875,305.29792403579717,299.4738423723781,300.5074485328093,13210900,,,,,,,,,,,
2023-09-14,309.8101501464844,310.95309824202576,303.161136118716,304.8606507708794,19343100,,,,,,,,,,,
2023-09-15,298.4700012207031,310.08837913459786,296.9195617514779,309.7007541019929,28131100,,,,,,,,,,,
2023-09-18,300.6963195800781,301.73990462126875,295.97542195775617,296.3630470580676,14234200,,,,,,,,,,,
2023-09-19,303.2008361816406,304.2941025217708,297.9730546201246,300.6267088125045,15924400,,,,,,,,,,,
2023-09-20,297.833984375,306.1725644483094,297.5954341908518,303.1809965191414,19379500,,,,,,,,,,,
2023-09-21,293.9180908203125,298.42033456685886,291.4731412557836,293.8882758417499,21319600,,,,,,,,,,,
2023-09-22,297.2475891113281,303.5090085918817,296.4425542300661,297.4662424328193,25369600,,,,,,,,,,,
2023-09-25,298.9867858886719,299.10607612024654,291.9004972403228,293.82861318774314,18987000,,,,,,,,,,,
2023-09-26,297.1282958984375,298.46008222359,294.19638842796746,295.83627299017616,19417200,,,,,,,,,,,
2023-09-27,295.9157409667969,299.4539264640221,285.0328496808238,298.60915866807244,36429800,,,,,,,,,,,
2023-09-28,302.0976867675781,304.45316137831685,294.8821880227714,297.1084542657307,22167100,,,,,,,,,,,
2023-09-29,298.3706359863281,308.7367555097699,297.5258377820146,305.49671948573,25373700,,,,,,,,,,,
2023-10-02,304.9401550292969,305.2979347903727,299.7819511595849,300.8851357535023,16265600,,,,,,,,,,,
2023-10-03,299.09619140625,304.89045858764183,297.8041684295861,302.3958575791046,17362300,,,,,,,,,,,
2023-10-04,303.70770263671875,305.01962229611473,296.67109503462666,296.89969674713575,16880500,,,,,,,,,,,
2023-10-05,302.92254638671875,304.33382899740434,297.66494996324855,302.76352307427896,19130000,,,,,,,,,,,
2023-10-06,313.4973449707031,314.3719580408893,299.0663203044193,299.5930717675184,21803900,,,,,,,,,,,
2023-10-09,316.409423828125,318.36735503764885,309.9095156276792,310.58534205264175,22503700,,,,,,,,,,,
2023-10-10,319.8681335449219,322.67086312994786,316.21068760266763,317.16479734182053,19038000,,,,,,,,,,,
2023-10-11,325.81146240234375,326.8252019690386,320.9713056224866,321.03093557755113,22036300,,,,,,,,,,,
2023-10-12,322.1739196777344,328.5148351436699,320.7129249533555,325.99038888352794,20530500,,,,,,,,,,,
2023-10-13,312.7619323730469,323.05844326558616,310.4561394714202,321.54776705276197,21341000,,,,,,,,,,,
2023-10-16,319.1823425292969,319.84825085704006,313.58683207904073,316.68774165332815,16536100,,,,,,,,,,,
2023-10-17,322.014892578125,322.4124357621013,315.35593050676914,316.23054370987745,16387800,,,,,,,,,,,
2023-10-18,315.0279846191406,323.94302830058274,313.626619788812,319.4209174416987,16851000,,,,,,,,,,,
2023-10-19,310.8934326171875,319.91781707841454,309.839929589378,317.92012250181403,18709200,,,,,,,,,,,
2023-10-20,306.7589416503906,313.36819203110264,304.59230546295385,312.2153258681484,22312300,,,,,,,,,,,
2023-10-23,312.08612060546875,315.41557142621997,305.3774767770148,307.6037429491092,17796800,,,,,,,,,,,
2023-10-24,310.635009765625,316.39949165621766,308.72679049402075,314.83910368776947,19525500,,,,,,,,,,,
2023-10-25,297.69482421875,308.97529056815716,297.00904931693026,308.1006773408739,42192500,,,,,,,,,,,
2023-10-26,286.58331298828125,293.19256300342494,277.68813665644586,293.19256300342494,66684100,,,,,,,,,,,
2023-10-27,294.9119873046875,297.4761666565405,291.17501459815327,292.67577274307337,29596300,,,,,,,,,,,
2023-10-30,300.80560302734375,307.5042972793699,297.2177057587392,297.2574691709372,28435100,,,,,,,,,,,
2023-10-31,299.4241638183594,301.81940183622095,295.0411794285565,301.4516736103082,19434200,,,,,,,,,,,
2023-11-01,309.9393310546875,310.82386233821836,300.0006000946565,300.0006000946565,20434600,,,,,,,,,,,
2023-11-02,308.9653015136719,316.8666041712566,306.4408555450822,315.3558977661489,21631800,,,,,,,,,,,
2023-11-03,312.6724853515625,313.61664660431865,309.1144026453778,310.6350272850042,16764300,,,,,,,,,,,
2023-11-06,313.8651123046875,316.37961003011276,312.523407886489,314.0440325136339,12887700,,,,,,,,,,,
2023-11-07,316.86663818359375,319.03327432489834,313.1892954750228,315.1174117712226,14055600,,,,,,,,,,,
2023-11-08,317.82073974609375,319.3612309239011,312.9507676062576,316.1908036286654,13609700,,,,,,,,,,,
2023-11-09,318.58599853515625,322.1937626103969,316.84672067314426,317.46294745053154,16103100,,,,,,,,,,,
2023-11-10,326.7556457519531,327.0836408576639,317.5026896858175,317.979759689306,19096200,,,,,,,,,,,
2023-11-13,327.173095703125,330.2938415366344,323.7044882105345,324.2014247719074,16908900,,,,,,,,,,,
2023-11-14,334.24945068359375,336.0284919764558,331.28769800766355,332.49030626377095,17179400,,,,,,,,,,,
2023-11-15,330.6715087890625,336.32664912339567,327.9979877383243,335.85952755574175,14531200,,,,,,,,,,,
2023-11-16,332.1424560546875,332.5300507945053,324.3803095154677,327.35198039960477,18932600,,,,,,,,,,,
2023-11-17,332.9872131347656,333.4443862149523,327.33207342795106,328.2365014832876,14494400,,,,,,,,,,,
2023-11-20,337.88702392578125,339.7753766653028,332.14243887763337,332.8381621487933,16960500,,,,,,,,,,,
2023-11-21,334.91534423828125,337.8174364978858,333.8419443818045,336.2570485629804,12027900,,,,,,,,,,,
2023-11-22,339.397705078125,340.8189666199393,336.505530803819,337.1316756910171,10702700,,,,,,,,,,,
2023-11-24,336.1576843261719,339.7654179309521,334.7066078709448,338.04603700845905,5467500,,,,,,,,,,,
2023-11-27,332.6492919921875,337.8174131881287,332.1523555119665,334.12020456206045,15684500,,,,,,,,,,,
2023-11-28,336.9129943847656,337.3006194086436,331.35724802335693,331.35724802335693,12637200,,,,,,,,,,,
2023-11-29,330.1646423339844,337.8174466899702,328.75332924473264,337.60874184014665,16024500,,,,,,,,,,,
2023-11-30,325.14556884765625,331.4566689095043,320.42467176423753,329.8565478251804,23146400,,,,,,,,,,,
2023-12-01,322.829833984375,324.8573130590916,318.79471204525896,323.48579380169986,15276400,,,,,,,,,,,
2023-12-04,318.0592956542969,318.89414551603556,311.7382765594453,315.34604118629704,19037100,,,,,,,,,,,
2023-12-05,316.33984375,319.90784415875646,313.4576181335451,317.0256185423016,16952100,,,,,,,,,,,
2023-12-06,315.5050048828125,320.2755832851544,315.0975133016453,319.9575366368389,11294300,,,,,,,,,,,
2023-12-07,324.5889587402344,326.22884301958476,315.82299215965526,315.82299215965526,15905100,,,,,,,,,,,
2023-12-08,330.7112731933594,331.1287132397736,321.0210104927275,321.1104554318306,14087400,,,,,,,,,,,
2023-12-11,323.2870178222656,327.86878826016766,318.03936943973395,327.38176985090655,25802500,,,,,,,,,,,
2023-12-12,332.1722717285156,332.4207400057845,322.57145385517197,322.6112172721031,18485500,,,,,,,,,,,
2023-12-13,332.6890563964844,336.29682043546865,330.60194724752364,331.884021649177,16353300,,,,,,,,,,,
2023-12-14,331.1287536621094,332.6493784736908,326.6265091940465,331.80458017156695,19607300,,,,,,,,,,,
2023-12-15,332.8679504394531,336.5850256635905,329.1906082963232,329.9558795687644,31776900,,,,,,,,,,,
2023-12-18,342.508544921875,345.43053427983546,334.9551032504846,335.4123067172568,18993900,,,,,,,,,,,
2023-12-19,348.2133483886719,351.43351770610775,343.00546329527356,343.462636407215,17729400,,,,,,,,,,,
2023-12-20,347.1399841308594,352.7851758802444,345.6591229646782,346.5138392448475,16369900,,,,,,,,,,,
2023-12-21,351.9205017089844,354.2262944451578,347.0703964124121,350.8173171913434,15289600,,,,,,,,,,,
2023-12-22,351.22479248046875,355.0114461673292,349.068074734513,353.4013464367252,11772800,,,,,,,,,,,
2023-12-26,352.6559753417969,354.7928267507616,351.2844559546684,352.81499867594215,9898600,,,,,,,,,,,
2023-12-27,355.6376037597656,356.80044865097256,353.13305442641285,353.8884077003798,13207900,,,,,,,,,,,
2023-12-28,356.1246337890625,359.6826863146204,355.6177487776216,357.4961835866546,11798800,,,,,,,,,,,
2023-12-29,351.791259765625,357.79426085701493,349.664387431329,356.79043947493113,14987100,,,,,,,,,,,
