Price,Close,High,Low,Open,Volume,SharesOutstanding,TrailingPE,ForwardPE,EarningsPerShare
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2020-08-20,115.04818725585938,115.16248188226466,112.57504924247161,112.59207358329192,126907200,14840390000,39.018208,30.942238,6.59
2020-08-21,120.97692108154297,121.46084583474001,115.99660304237206,116.00875904693801,338054800,14840390000,39.018208,30.942238,6.59
2020-08-24,122.42381286621094,125.27144919995426,120.55619671335445,125.18632749798864,345937600,14840390000,39.018208,30.942238,6.59
2020-08-25,121.41947937011719,121.76479740598619,119.69533820222341,121.29546291447672,211495600,14840390000,39.018208,30.942238,6.59
2020-08-26,123.07068634033203,123.52786489142996,121.66997034058484,122.73753168290901,163022400,14840390000,39.018208,30.942238,6.59
2020-08-27,121.5994644165039,124.0069396884171,120.45408376800025,123.67378500147916,155552400,14840390000,39.018208,30.942238,6.59
2020-08-28,121.4024887084961,122.99287708889368,121.17876033216808,122.57460810630094,187630000,14840390000,39.018208,30.942238,6.59
2020-08-31,125.51947021484375,127.42600320571756,122.56241529710239,124.09931085732387,225702700,14840390000,39.018208,30.942238,6.59
2020-09-01,130.519287109375,131.12238232990026,126.96887253695941,129.13802940462026,151948100,14840390000,39.018208,30.942238,6.59
2020-09-02,127.81510162353516,134.21558595979664,123.53514962091081,133.83622664521172,200119000,14840390000,39.018208,30.942238,6.59
2020-09-03,117.58211517333984,125.32494732420406,117.21248511185603,123.44760925137419,257599600,14840390000,39.018208,30.942238,6.59
2020-09-04,117.65995025634766,120.32519508764499,107.86468180279036,116.79423196346733,332607200,14840390000,39.018208,30.942238,6.59
2020-09-08,109.74201965332031,115.74368657539894,109.60583975780702,110.84118807317701,231366600,14840390000,39.018208,30.942238,6.59
2020-09-09,114.11925506591797,115.88960121264321,112.11545871886855,114.06089437114895,176940500,14840390000,39.018208,30.942238,6.59
2020-09-10,110.39373779296875,117.2124914481067,109.43074927727804,117.07631155381702,182274400,14840390000,39.018208,30.942238,6.59
2020-09-11,108.94438934326172,112.08627097984936,106.9989538192749,111.44427369473487,180860300,14840390000,39.018208,30.942238,6.59
2020-09-14,112.21272277832031,112.76717161154352,109.72256765665087,111.59018399790295,140150100,14840390000,39.018208,30.942238,6.59
