Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,SharesOutstanding
2018-03-07,52.4832763671875,53.175888609680314,51.98854794475887,53.00627005528486,27255500,4263247021
2018-03-08,52.38432693481445,52.84371025264146,52.0804241321471,52.6528900705369,19299800,4263247021
2018-03-09,52.6953010559082,53.048676208680284,52.44793952738313,52.87905764513122,19714100,4263247021
2018-03-12,53.175880432128906,53.416178289972294,52.78717108007972,52.914386324331915,14226700,4263247021
2018-03-13,52.674102783203125,53.58581138279845,52.47621354770844,53.239505220682744,13739700,4263247021
2018-03-14,52.01681137084961,52.85784579759956,51.96733907469231,52.75183219381224,14820700,4263247021
2018-03-15,52.59635925292969,53.006275746131635,52.37019935876261,52.54688694458305,15640600,4263247021
2018-03-16,53.09107208251953,53.09107208251953,52.55394047013662,52.55394047013662,32109700,4263247021
2018-03-19,52.40552520751953,53.013330773761254,52.20056701498911,53.00626176241171,12744800,4263247021
2018-03-20,52.29243469238281,52.79422658085938,52.26416404333238,52.45498957640408,13003200,4263247021
2018-03-21,53.03453826904297,53.4585873315285,52.28538474558266,52.462072304291326,15418500,4263247021
2018-03-22,51.94614028930664,52.794238382097504,51.868397335058596,52.59634918658472,17737000,4263247021
2018-03-23,51.5150260925293,52.44793622135909,51.35954017237824,52.16523503854594,20157300,4263247021
2018-03-26,52.29951858520508,52.40553220129309,51.416080771265804,52.05215707571738,15032700,4263247021
2018-03-27,52.08749008178711,52.928524585595575,51.79065627764637,52.29951730878842,15821900,4263247021
2018-03-28,51.45848083496094,52.306584318421315,51.43727919148776,52.11575874301036,18163900,4263247021
2018-03-29,52.73062515258789,52.92851431695599,51.776513600341524,51.82598589143355,14882900,4263247021
2018-04-02,51.74824905395508,52.58221448222543,50.99909558845113,52.49033350787618,17891100,4263247021
2018-04-03,53.0203971862793,53.10520915071454,51.663438107771825,51.91079959727953,15999200,4263247021
2018-04-04,52.91439437866211,53.048673262646076,51.903741282177045,52.334859375983186,13122200,4263247021
2018-04-05,53.72715377807617,53.939181018374065,53.02040349985216,53.04867415803032,14200000,4263247021
2018-04-06,52.91439437866211,53.79783221153099,52.45500562715497,53.45858971119563,14299600,4263247021
2018-04-09,52.91439437866211,53.56460332955522,52.86492207570451,53.16175589345007,11103100,4263247021
2018-04-10,54.469234466552734,54.963957420369425,53.75541529712368,53.76955331984747,19006100,4263247021
2018-04-11,54.72366714477539,55.154785189815065,54.24307680237425,54.497507300826385,13734000,4263247021
2018-04-12,54.57526397705078,55.22547301790654,54.4268470476431,55.0275837786963,13270400,4263247021
2018-04-13,55.013423919677734,55.26079076259994,54.84380540939341,54.9851586613597,10925000,4263247021
2018-04-16,55.508155822753906,55.889801539765806,54.92155192112031,55.21132206243651,10743600,4263247021
2018-04-17,55.359745025634766,55.663647830422384,55.15478681849185,55.50816192210181,10478100,4263247021
2018-04-18,55.9887580871582,56.37040388569933,55.79086887133911,55.861542820977824,12061400,4263247021
2018-04-19,56.130096435546875,56.41279757807508,55.698978406408415,56.059422497933774,11291500,4263247021
2018-04-20,55.83325958251953,56.115960709453724,55.35973829534819,56.05941940565178,12072200,4263247021
2018-04-23,56.236122131347656,56.25732377798334,55.65658709097236,55.77673334995916,11729800,4263247021
2018-04-24,55.37388229370117,56.49054900870504,55.10531913361832,56.398673415221154,14102000,4263247021
2018-04-25,56.186641693115234,56.271453659459816,54.76607226128155,55.26786426331558,13867500,4263247021
2018-04-26,57.14781951904297,57.176090173061006,56.207840493228076,56.25731278974066,14554400,4263247021
2018-04-27,54.97810363769531,55.585909295593844,54.05226251809302,54.38443061255127,16346800,4263247021
2018-04-30,54.949832916259766,55.52229890349198,54.94276390385243,55.06291554647069,15028800,4263247021
2018-05-01,54.38443374633789,54.60353000723196,53.69889048067179,54.60353000723196,16231000,4263247021
2018-05-02,54.27842330932617,54.58232614344118,53.92504817161461,54.03105639926673,13883700,4263247021
2018-05-03,54.09466552734375,54.1441378298423,53.28897066260933,53.98865190996784,12243100,4263247021
2018-05-04,54.34910202026367,54.57526191253106,53.67062234346151,53.80490124094464,9887200,4263247021
2018-05-07,54.942779541015625,55.889827966301816,54.70248697154306,54.942779541015625,15071500,4263247021
2018-05-08,55.19011688232422,55.239594569447334,53.97451114800675,54.9851640828964,17430400,4263247021
2018-05-09,56.490535736083984,56.70962654172614,55.79791826523487,55.81912529758845,17142100,4263247021
2018-05-10,57.75563049316406,57.80510279429611,56.89339433736861,56.9923389396327,17710300,4263247021
2018-05-11,58.02691650390625,58.51951880036655,57.76277186691887,57.95552620868616,14751000,4263247021
2018-05-14,58.419578552246094,58.76939485497595,58.26251661521974,58.326766254877214,11852100,4263247021
2018-05-15,58.391014099121094,58.562351897021344,58.1125881350093,58.43384718691356,12595700,4263247021
2018-05-16,58.555213928222656,58.57663591983513,57.94838822073793,58.36960024142634,9570000,4263247021
2018-05-17,58.45526123046875,58.74082784590804,58.14114285554266,58.68371343347415,11224100,4263247021
2018-05-18,58.04119110107422,58.39814798251568,58.01263389695133,58.21966954179495,10030900,4263247021
2018-05-21,58.74082565307617,58.790799400407735,58.198249648669226,58.348176337393866,8822400,4263247021
2018-05-22,58.28391647338867,59.00497086567306,58.07688083810981,58.85504963600136,10753400,4263247021
2018-05-23,58.64801788330078,58.705132292689,57.52003280816779,57.79131808266705,15140900,4263247021
2018-05-24,57.30585861206055,58.08402749019795,57.077406412803064,58.07688682707832,13360500,4263247021
2018-05-25,56.19216537475586,56.63479397689001,55.74953677262171,56.599096101317656,14562000,4263247021
2018-05-29,55.98512268066406,56.206439677430325,55.34973979136791,55.79236833817001,14644800,4263247021
2018-05-30,58.18397903442383,58.29820786536374,56.5562563206432,56.57767286476182,16627500,4263247021
2018-05-31,57.99836349487305,58.21968050682559,57.605714119374134,57.69138030114732,15803100,4263247021
2018-06-01,58.419578552246094,58.790811401528444,58.21968352211475,58.44813576322644,9906100,4263247021
2018-06-04,57.80561447143555,58.919318511066884,57.691385622893215,58.57664285890245,10954700,4263247021
2018-06-05,57.59856033325195,58.291057527385114,57.40580602144466,57.534305264829825,12059300,4263247021
2018-06-06,58.58376693725586,58.60518348060239,57.73421318637182,58.16970105685223,11603300,4263247021
2018-06-07,59.16917419433594,59.461881468800335,58.940721994617654,59.062091480975866,13502500,4263247021
2018-06-08,59.68319320678711,59.726031739005776,58.89788910802611,59.33337696626023,14350400,4263247021
2018-06-11,59.32623291015625,59.818835152022615,59.20486887705954,59.76886140623398,10831600,4263247021
2018-06-12,58.84076690673828,59.79027345205765,58.76937662479812,59.333369111565354,12351800,4263247021
2018-06-13,58.191123962402344,58.96928750496671,58.162566752574634,58.85506411238672,12049300,4263247021
2018-06-14,58.46240997314453,58.75511729227242,58.18398398246385,58.49810784753166,11477300,4263247021
2018-06-15,57.584293365478516,58.412430593570676,57.47720519935761,58.3410402984002,23797500,4263247021
2018-06-18,57.69851303100586,58.09830301558714,57.327280251998964,57.3986705425699,9192600,4263247021
2018-06-19,57.61284637451172,57.79846550336123,56.9060731775681,57.034577890351535,8759700,4263247021
2018-06-20,57.434356689453125,57.91981823771806,57.30585200177331,57.719923267267106,8917700,4263247021
2018-06-21,56.891788482666016,57.384385266409005,56.63477909691765,57.12737588066064,10990700,4263247021
2018-06-22,58.09831619262695,58.49811171461425,57.76991642413361,57.94125969644157,16012200,4263247021
2018-06-25,56.927490234375,57.99836103496679,56.61337183664485,57.669961309726304,10557200,4263247021
2018-06-26,57.57001876831055,57.834168882723716,57.09169774334949,57.22020246837063,10382800,4263247021
2018-06-27,58.33391189575195,58.88362872224039,57.869866709513175,57.869866709513175,12725900,4263247021
2018-06-28,58.51951217651367,58.59090246365306,57.848431494597904,58.34817439803318,9390700,4263247021
2018-06-29,59.06209182739258,59.640360269849,58.747968008413736,58.86219138557779,17323200,4263247021
2018-07-02,58.36958694458008,58.63373153359026,58.05546316659024,58.46239376683644,9998300,4263247021
2018-07-03,58.712276458740234,59.57611160718055,58.59805306928178,58.95501001227682,7197300,4263247021
2018-07-05,58.76224899291992,59.09064872004973,58.57663530806215,58.96214400537019,9035700,4263247021
2018-07-06,58.776512145996094,59.04065671074366,58.29819130743205,58.51236213451963,7637100,4263247021
2018-07-09,59.1834602355957,59.34765737364902,58.94072669027141,59.11920515573055,7158600,4263247021
2018-07-10,59.726036071777344,60.0544357933834,59.618947903557206,59.75458783302092,8806200,4263247021
2018-07-11,58.9621467590332,59.633227572226275,58.56235671546158,59.27627061997138,10405300,4263247021
2018-07-12,59.03354263305664,59.42619201333784,58.76225186285528,59.26199486511887,9762200,4263247021
2018-07-13,59.47616195678711,59.79028579826309,58.940726561578785,59.0263981856351,8720000,4263247021
2018-07-16,58.8907470703125,59.104923386216505,58.540930837950604,58.91216361255691,8306900,4263247021
2018-07-17,58.76224899291992,59.07637283918782,58.5694946442659,58.726556567399854,7373300,4263247021
2018-07-18,58.697994232177734,58.769384523713136,58.17683475518215,58.39815173969101,8711900,4263247021
2018-07-19,58.54808044433594,58.983568358927506,58.34104475979807,58.68372038151324,8659100,4263247021
2018-07-20,58.11258316040039,58.49095659479164,58.0054950033559,58.34103535362133,9196300,4263247021
2018-07-23,58.11258316040039,58.540930341848416,57.95552125629913,58.50523247392361,8425900,4263247021
2018-07-24,59.26200866699219,59.2691438860681,58.16972100784509,58.198272777612964,11121000,4263247021
2018-07-25,59.676055908203125,59.783144074692345,58.905033092287624,59.26199001609809,9523600,4263247021
2018-07-26,60.14009094238281,60.254319753332375,59.518989484715426,59.84738914610117,13210100,4263247021
2018-07-27,58.483829498291016,58.81222926180404,57.69138457776111,57.80561342423409,18220800,4263247021
2018-07-30,58.355316162109375,58.633742125906124,57.61998577327538,58.633742125906124,11282800,4263247021
2018-07-31,58.191123962402344,58.64802842618398,58.141150206886564,58.283930809294255,11716800,4263247021
2018-08-01,57.39152908325195,57.777043183062496,57.27016504629215,57.748485977884314,8936300,4263247021
2018-08-02,57.04886245727539,57.29873123334026,56.72045726961206,57.034581129082646,8364300,4263247021
2018-08-03,57.25587844848633,57.32727417822298,56.84894784394289,57.091681342242715,7811100,4263247021
2018-08-06,57.24160385131836,57.42008228619442,56.92748006298304,57.29157759521448,10041800,4263247021
2018-08-07,58.01978302001953,58.24823526103187,57.33442629698252,57.76277901477033,10698100,4263247021
2018-08-08,57.63426208496094,57.991218976379244,57.36297136157588,57.84129228886123,7275000,4263247021
2018-08-09,57.341556549072266,57.76276852594979,57.191635303762325,57.63426382329411,9828500,4263247021
2018-08-10,57.283851623535156,57.3559782652652,56.87993802751886,57.348769453129215,12954300,4263247021
2018-08-13,56.66354751586914,57.521869333309766,56.569783440323086,57.30548392462253,10308500,4263247021
2018-08-14,56.483238220214844,57.03141065089917,56.31734747991058,56.97370713126703,8005900,4263247021
2018-08-15,55.49509048461914,56.187516197739356,55.184940951386196,56.10096092000793,16307800,4263247021
2018-08-16,56.2596435546875,56.331770202252436,55.68261936834703,55.74032288756317,11519900,4263247021
2018-08-17,56.447181701660156,56.61307245387869,56.11539469431219,56.50487972252565,10178400,4263247021
2018-08-20,56.84387969970703,56.98092418970232,56.38226252625117,56.44718036468975,8152100,4263247021
2018-08-21,56.85830307006836,57.3992611610493,56.74289603592884,57.01698499055508,9192200,4263247021
2018-08-22,57.67333984375,57.73825767081299,56.99533733152005,57.06025515858303,10098200,4263247021
2018-08-23,57.038597106933594,57.435296229094185,56.9087670026301,57.384807049804365,7203900,4263247021
2018-08-24,57.4281120300293,57.738261550837265,57.28385323958943,57.35597988335427,6545200,4263247021
2018-08-27,57.99070739746094,58.041196598249776,57.60121691869984,57.63728299193908,6671900,4263247021
2018-08-28,57.90415573120117,58.293646234229804,57.846452211587184,58.12054117829836,8823400,4263247021
2018-08-29,58.32249069213867,58.45232084356032,57.77431833025728,58.0195555064581,8004800,4263247021
2018-08-30,58.07005310058594,58.26479560442187,57.78875531565035,58.0267727085808,7450900,4263247021
2018-08-31,57.824806213378906,58.03397731385383,57.53629416089937,57.8752954098446,10700000,4263247021
2018-09-04,57.91136932373047,58.19988141528718,57.565153713280324,57.99792460207062,8855000,4263247021
2018-09-05,58.683135986328125,58.73362518961666,57.413686085617336,57.63007152994558,13878400,4263247021
2018-09-06,58.03399658203125,58.88510439282643,57.94744128667679,58.50282813510607,13320600,4263247021
2018-09-07,59.02214431762695,59.09427097336506,57.57237487477315,57.81039779132892,16417800,4263247021
2018-09-10,58.93559265136719,59.678507706662806,58.89953207273728,59.317868902895114,10817900,4263247021
2018-09-11,59.76504135131836,60.00306419628235,58.87786779413867,59.115890639102666,11891900,4263247021
2018-09-12,59.95979690551758,60.42862838353586,59.77226871663878,60.04635218701516,11556300,4263247021
2018-09-13,59.37555694580078,60.046345165969456,59.151962706714556,59.97421852461035,11162700,4263247021
2018-09-14,59.808326721191406,59.97422296120853,59.339495263310376,59.4476879848076,9442600,4263247021
2018-09-17,60.161739349365234,60.30599260128399,59.858798715681715,59.8660130291503,8403300,4263247021
2018-09-18,60.3204345703125,60.68107331568713,60.19060440186121,60.5151825744447,9219900,4263247021
2018-09-19,61.04170608520508,61.142684483791555,60.32764298008357,60.32764298008357,10413600,4263247021
2018-09-20,61.17876052856445,61.55382242689359,60.97680369847101,61.20761229042222,11198200,4263247021
2018-09-21,61.43119812011719,61.61873179495354,60.96236668448138,61.31579659146338,26639400,4263247021
2018-09-24,62.462646484375,62.81607100957152,61.82792410197342,61.87841331985864,13549500,4263247021
2018-09-25,62.39049530029297,63.010794306517106,62.2967312190395,62.772771443054616,12200700,4263247021
2018-09-26,61.87117004394531,62.3904906150797,61.80625772400824,62.04427506668696,10275500,4263247021
2018-09-27,61.86396408081055,62.30394376280943,61.73413392050088,62.09477264325995,7895400,4263247021
2018-09-28,61.322994232177734,61.97935922307597,61.30135679342885,61.48889043410108,9884900,4263247021
2018-10-01,61.8928337097168,62.051515674013736,61.49613430188624,61.56104664932855,8566900,4263247021
2018-10-02,62.36166000366211,62.513127637777735,61.75578946719961,61.88561965400034,8453100,4263247021
2018-10-03,62.13805389404297,62.67179767031644,62.01543804730222,62.39771421826472,10206700,4263247021
2018-10-04,61.726924896240234,62.087563617761276,61.48890201933791,61.66922138009843,10204600,4263247021
2018-10-05,61.55379104614258,61.81345126757412,61.25807026795604,61.532153611507965,9217400,4263247021
2018-10-08,62.123634338378906,62.25346451945549,61.0561466298924,61.15712504818407,13242400,4263247021
2018-10-09,62.39769744873047,62.664566513690346,61.84231087560812,62.303927882850466,10177900,4263247021
2018-10-10,60.96236801147461,62.62130835740134,60.94794488367024,62.55639602791625,16573400,4263247021
2018-10-11,58.85625076293945,60.709933965485384,58.54610117638532,60.5440431999514,20320100,4263247021
2018-10-12,58.69757080078125,59.31786999491406,57.896952201444975,59.23852901639162,15216300,4263247021
2018-10-15,58.29364013671875,58.95721403413826,58.29364013671875,58.69755372594629,10558800,4263247021
2018-10-16,58.5677375793457,58.618226790074516,57.70942099695581,58.07005978870772,9781800,4263247021
2018-10-17,58.784114837646484,58.79853796601929,57.947430316351664,58.38020120828236,12247700,4263247021
2018-10-18,59.03654861450195,59.48374254207775,58.56771724739834,58.56771724739834,17448600,4263247021
2018-10-19,59.123111724853516,59.47653612418448,58.791324767923,58.899517482835364,12098700,4263247021
2018-10-22,58.53166961669922,59.27458455350526,58.163816554710884,59.14475438473941,9474100,4263247021
2018-10-23,57.586788177490234,58.03398217141002,56.77896096642246,57.74547009478145,15465100,4263247021
2018-10-24,55.98556137084961,57.889733525168126,55.93507216611051,57.79596392857365,16085700,4263247021
2018-10-25,56.483238220214844,57.01698752244639,56.07211027292924,56.61306838793191,12315500,4263247021
2018-10-26,55.92064666748047,56.55537442308771,55.509518690739824,56.1658838920317,18160100,4263247021
2018-10-29,55.57443618774414,56.569797203470785,54.975774513913,56.31013685103586,15707000,4263247021
2018-10-30,56.822235107421875,57.00255446508844,55.84129736148296,55.98555614936226,17758200,4263247021
2018-10-31,57.47140121459961,57.954655901259066,56.90880554918573,57.226163961291874,16629100,4263247021
2018-11-01,58.18544387817383,58.243147388235094,57.19729740719533,57.579573531259385,14159300,4263247021
2018-11-02,59.10868835449219,59.469327101018465,57.868095688886676,58.97164937279139,19350400,4263247021
2018-11-05,58.885074615478516,59.77224805976822,58.7408213657461,59.50537349456364,15815000,4263247021
2018-11-06,59.137535095214844,59.21687605294934,58.6759179790742,58.95721573725646,9063200,4263247021
2018-11-07,59.88767623901367,59.96701721258563,58.89952948201754,59.296228846966166,12699800,4263247021
2018-11-08,58.93559265136719,60.40699963108875,58.812976778784915,59.959805533368694,16865500,4263247021
2018-11-09,58.92101287841797,59.30716427992534,58.061277366899915,58.47657300457506,15070100,4263247021
2018-11-12,58.16328430175781,59.54760506323472,58.09042648456327,59.49660403532902,11906600,4263247021
2018-11-13,56.82997131347656,58.17786054699294,56.567678693487935,58.14143441341973,15530200,4263247021
2018-11-14,56.38551712036133,57.62411652319959,55.9192204822085,57.45654412191982,18552100,4263247021
2018-11-15,56.96839141845703,56.96839141845703,55.307208929174934,55.86093271980599,18976000,4263247021
2018-11-16,57.52939224243164,57.69697017418862,56.902805198164884,57.09952735973584,13704900,4263247021
2018-11-19,57.718849182128906,57.820851246408054,57.143262928727665,57.16511971983097,9430800,4263247021
2018-11-20,56.07951736450195,57.48569488705716,55.64236491140964,57.13596958936629,15533700,4263247021
2018-11-21,56.50938415527344,57.10682715708661,56.29081070116337,56.41466954769526,9685300,4263247021
2018-11-23,55.00118637084961,55.51848393441141,54.42560034862619,55.40920002278758,10875400,4263247021
2018-11-26,56.086788177490234,56.33450578924423,55.46020114239165,55.54762827186088,13741100,4263247021
2018-11-27,56.13780212402344,56.42923336766107,55.6642180150703,55.788076849485755,10344500,4263247021
2018-11-28,57.15781784057617,57.157817840576165,55.984788838798075,56.13051000719255,11482100,4263247021
2018-11-29,57.60225296020508,57.94469072952681,56.96838399534409,56.990240779140166,10255200,4263247021
2018-11-30,57.922847747802734,57.99570556404838,57.06311217523597,57.157826780485806,14040100,4263247021
2018-12-03,59.176021575927734,59.350881444816565,58.38914382788551,58.46200164336461,19415100,4263247021
2018-12-04,57.871849060058594,59.70789167366904,57.81356058122771,59.292595989715764,18540700,4263247021
2018-12-06,57.11412048339844,57.15055217551311,56.04309321609796,56.829971072730444,23218100,4263247021
2018-12-07,56.56766891479492,58.54943256381791,56.34180802611923,57.84270010205803,16224700,4263247021
2018-12-10,55.7662239074707,56.727961530398105,54.498480122406185,56.727961530398105,17946200,4263247021
2018-12-11,55.86821746826172,56.68423933526831,55.1396283023004,56.61137597171682,15742400,4263247021
2018-12-12,55.387359619140625,56.975684615253606,55.387359619140625,56.85911321045309,14559800,4263247021
2018-12-13,56.086788177490234,56.261647995122075,55.33633677782127,55.39462523659635,13749700,4263247021
2018-12-14,55.066776275634766,56.006657065390456,54.70976354459233,55.897367567289606,12669300,4263247021
2018-12-17,53.94475173950195,55.081349253980385,53.53674351557537,54.833631563366424,15464100,4263247021
2018-12-18,52.458412170410156,53.81358826284122,52.18155032952927,53.646010333693994,18681200,4263247021
2018-12-19,51.56954574584961,53.383731405037416,51.21982602197222,52.78628844794331,21679600,4263247021
2018-12-20,50.00307083129883,51.48211145936372,49.58049335340288,51.066810311936536,28723700,4263247021
2018-12-21,49.63149642944336,51.27082206748953,49.303627966617576,49.64606576706719,47287300,4263247021
2018-12-24,47.72987747192383,49.20162513065173,47.67887645302469,48.72075917513051,14262800,4263247021
2018-12-26,50.010372161865234,50.02494706162477,47.10330223374029,48.2180430414358,24887700,4263247021
2018-12-27,50.228946685791016,50.228946685791016,48.145180902626535,49.35463621555208,22077000,4263247021
2018-12-28,49.66791915893555,50.69523249008588,49.412914077736694,50.40379572927554,19710600,4263247021
2018-12-31,49.682498931884766,50.38194389128195,49.296347548345175,49.77721352600193,15807000,4263247021
